Name1	Name2	corr
empresa	acesso	0.15108128
acesso	empresa	0.15108128
determinar	expulsão	0.15067898
chinês	coreano	0.15063484
coreano	chinês	0.15063484
português	representar	0.15029377
representar	português	0.15029377
assembleia	chavistas	0.15011448
chavistas	assembleia	0.15011448
inflação	economia	0.14977588
decreto	assembleia	0.1485089
aéreo	avião	0.14847024
aprovar	lei	0.14846958
lei	aprovar	0.14846958
speaking_head_e	diplomata	0.14822276
jornalista	deter	0.14812888
deter	jornalista	0.14812888
população	desarmar	0.14678963
desarmar	população	0.14678963
crise	econômico	0.14665402
econômico	crise	0.14665402
pau	cu	0.14611882
cu	pau	0.14611882
ano	pintar	0.14569359
pintar	ano	0.14569359
colocar	fogo	0.14565279
fogo	colocar	0.14565279
narcotráfico	general	0.14504576
nota	oficial	0.14491587
oficial	nota	0.14491587
decreto	emergência	0.14425205
justiça	espanhol	0.14422655
espanhol	justiça	0.14422655
colombiano	chileno	0.14346365
chileno	colombiano	0.14346365
ditadura	apoiar	0.1430675
apoiar	ditadura	0.1430675
contrato	acesso	0.14279398
argentino	colombiano	0.14249503
colombiano	argentino	0.14249503
cubano	chinês	0.14222264
chinês	cubano	0.14222264
argentino	peruano	0.14214988
peruano	argentino	0.14214988
solidário	apontar	0.14188344
assunto	respeito	0.14146968
adolescente	arrumar	0.14128466
arrumar	adolescente	0.14128466
menino	programa	0.14100316
programa	menino	0.14100316
palavra	vivo	0.14096841
vivo	palavra	0.14096841
produto	básico	0.14086826
polícia	apreender	0.14081909
apreender	polícia	0.14081909
marchar	repressão	0.14033391
urna	empresa	0.13986636
empresa	urna	0.13986636
derrota	culpa	0.13984199
meia	reforço	0.13982368
reforço	meia	0.13982368
fome	miséria	0.13965291
miséria	fome	0.13965291
relatório	apontar	0.13926381
falta	papel	0.13893807
papel	falta	0.13893807
financiar	inteligência	0.13846642
inteligência	financiar	0.13846642
diplomata	decisão	0.13819274
decisão	diplomata	0.13819274
anistia	parlamento	0.13803946
lixo	procurar	0.13802611
procurar	lixo	0.13802611
gol	assistência	0.13788952
assistência	gol	0.13788952
dólar	bilhão	0.13774373
bilhão	dólar	0.13774373
alimento	medicamento	0.13722635
medicamento	alimento	0.13722635
líder	opositor	0.13640176
opositor	líder	0.13640176
imperialismo	americano	0.13610071
vacina	tomar	0.13561737
cima	tanque	0.13429764
tanque	cima	0.13429764
derramar	navio	0.13317445
pedir	refúgio	0.13313988
refúgio	pedir	0.13313988
busca	cruzar	0.13271407
cruzar	busca	0.13271407
invadir	embaixada	0.1326891
embaixada	invadir	0.1326891
porta	fundo	0.1326481
escassez	hospital	0.1326481
comida	comprar	0.13177651
comprar	comida	0.13177651
chanceler	reunião	0.13158326
reunião	chanceler	0.13158326
atacante	reforço	0.1314518
reforço	atacante	0.1314518
vídeo	mostrar	0.13128463
mostrar	vídeo	0.13128463
refugiado	campo	0.13075186
campo	refugiado	0.13075186
anular	expulsão	0.13071753
animal	abandonar	0.13060254
tarde	feliz	0.13051108
quebrar	mundial	0.13021451
fechar	olho	0.13012783
olho	fechar	0.13012783
clima	menina	0.13003497
menina	clima	0.13003497
venezuelano	venezuelana	-0.18693682
venezuelana	venezuelano	-0.18693682
venezuelano	venezuelanas	-0.18420299
venezuelanas	venezuelano	-0.18420299
venezuelano	com	-0.0985137
com	venezuelano	-0.0985137
venezuelano	povo	-0.04901968
povo	venezuelano	-0.04901968
venezuelano	parar	-0.0464568
parar	venezuelano	-0.0464568
povo	menino	-0.04467815
menino	povo	-0.04467815
povo	oposição	-0.03953868
oposição	povo	-0.03953868
venezuelano	seleção	-0.03905516
seleção	venezuelano	-0.03905516
povo	fronteira	-0.03749515
fronteira	povo	-0.03749515
povo	refugiado	-0.03649316
refugiado	povo	-0.03649316
venezuelano	gostar	-0.03579383
gostar	venezuelano	-0.03579383
venezuelano	flag_venezuela_e	-0.03387629
flag_venezuela_e	venezuelano	-0.03387629
povo	falar	-0.03307914
falar	povo	-0.03307914
povo	casa	-0.03287977
casa	povo	-0.03287977
povo	pintar	-0.03265235
pintar	povo	-0.03265235
povo	imigrante	-0.03257889
imigrante	povo	-0.03257889
povo	clima	-0.03248708
clima	povo	-0.03248708
excelente	venezuelano	-0.03192571
xenofobia	venezuelano	-0.03184706
povo	dizer	-0.03000456
dizer	povo	-0.03000456
povo	entrar	-0.02943148
entrar	povo	-0.02943148
venezuelano	depoimento	-0.02914933
depoimento	venezuelano	-0.02914933
povo	fugir	-0.02913001
fugir	povo	-0.02913001
povo	vídeo	-0.02906287
vídeo	povo	-0.02906287
dizer	bom	-0.02888644
bom	dizer	-0.02888644
povo	receber	-0.02849659
receber	povo	-0.02849659
ditadura	menino	-0.02810511
menino	ditadura	-0.02810511
fazer	oposição	-0.02801273
oposição	fazer	-0.02801273
povo	parlamento	-0.02786615
parlamento	povo	-0.02786615
povo	criança	-0.02778277
criança	povo	-0.02778277
povo	diplomata	-0.02749541
diplomata	povo	-0.02749541
brasileiro	menino	-0.02710848
menino	brasileiro	-0.02710848
venezuelano	crime	-0.0266999
crime	venezuelano	-0.0266999
cubano	oposição	-0.02622335
oposição	cubano	-0.02622335
ditadura	fronteira	-0.02583325
fronteira	ditadura	-0.02583325
folded_hands_e	venezuelano	-0.02537903
ditadura	argentino	-0.02515235
argentino	ditadura	-0.02515235
cubano	menino	-0.02504217
menino	cubano	-0.02504217
dizer	argentino	-0.02487858
argentino	dizer	-0.02487858
ditadura	pintar	-0.02481377
pintar	ditadura	-0.02481377
povo	mulher	-0.02460288
povo	jovem	-0.02460288
mulher	povo	-0.02460288
jovem	povo	-0.02460288
povo	ano	-0.02455191
ano	povo	-0.02455191
ter	receber	-0.02453759
receber	ter	-0.02453759
venezuelano	caminho	-0.02441201
caminho	venezuelano	-0.02441201
povo	afirmar	-0.02429186
afirmar	povo	-0.02429186
povo	invadir	-0.02423685
invadir	povo	-0.02423685
povo	óleo	-0.02407961
óleo	povo	-0.02407961
brasileiro	clima	-0.02405065
clima	brasileiro	-0.02405065
venezuelano	pagar	-0.02401816
pagar	venezuelano	-0.02401816
povo	crise	-0.02388825
crise	povo	-0.02388825
venezuelano	flag_brazil_e	-0.02368621
flag_brazil_e	venezuelano	-0.02368621
povo	denunciar	-0.02363592
denunciar	povo	-0.02363592
povo	caso	-0.02362749
caso	povo	-0.02362749
ditadura	refugiado	-0.0236212
refugiado	ditadura	-0.0236212
venezuelano	absurdo	-0.02360342
absurdo	venezuelano	-0.02360342
ano	apoiar	-0.0235643
apoiar	ano	-0.0235643
povo	general	-0.02335759
general	povo	-0.02335759
thumbs_up_e	venezuelano	-0.0232264
light_skin_tone_e	venezuelano	-0.0232264
governo	vídeo	-0.0231112
vídeo	governo	-0.0231112
povo	time	-0.02268427
time	povo	-0.02268427
governo	menino	-0.02254085
menino	governo	-0.02254085
ter	ditador	-0.02250028
ditador	ter	-0.02250028
povo	grupo	-0.02244719
grupo	povo	-0.02244719
apoiar	menino	-0.02242463
menino	apoiar	-0.02242463
povo	milhar	-0.02233103
povo	jogar	-0.02233103
milhar	povo	-0.02233103
jogar	povo	-0.02233103
povo	jogador	-0.02220929
jogador	povo	-0.02220929
oposição	menino	-0.02198307
menino	oposição	-0.02198307
ver	oposição	-0.02191792
oposição	ver	-0.02191792
brasileiro	pintar	-0.02185582
pintar	brasileiro	-0.02185582
povo	prender	-0.02181307
prender	povo	-0.02181307
ditadura	casa	-0.02180196
casa	ditadura	-0.02180196
falar	oposição	-0.02177175
oposição	falar	-0.02177175
ditadura	oposição	-0.02176801
oposição	ditadura	-0.02176801
povo	expulsar	-0.02176198
expulsar	povo	-0.02176198
povo	confirmar	-0.02172413
confirmar	povo	-0.02172413
fome	militar	-0.02164837
militar	fome	-0.02164837
venezuelano	fraude	-0.02158651
fraude	venezuelano	-0.02158651
país	menino	-0.02146152
menino	país	-0.02146152
fome	menino	-0.0214262
menino	fome	-0.0214262
povo	empresa	-0.02127139
empresa	povo	-0.02127139
militar	menino	-0.02121055
menino	militar	-0.02121055
ditadura	imigrante	-0.02116191
imigrante	ditadura	-0.02116191
soccer_ball_e	venezuelano	-0.0211193
povo	militar	-0.02104059
militar	povo	-0.02104059
povo	seleção	-0.02100895
seleção	povo	-0.02100895
ver	diplomata	-0.02097684
diplomata	ver	-0.02097684
fazer	diplomata	-0.02089586
diplomata	fazer	-0.02089586
venezuelano	precisar	-0.02087448
precisar	venezuelano	-0.02087448
povo	entrada	-0.02084847
entrada	povo	-0.02084847
ditadura	ditador	-0.02074361
ditador	ditadura	-0.02074361
povo	meia	-0.02072041
meia	povo	-0.02072041
menino	fronteira	-0.02069015
fronteira	menino	-0.02069015
venezuelano	corrupto	-0.0206413
corrupto	venezuelano	-0.0206413
povo	pedido	-0.02059157
pedido	povo	-0.02059157
brasileiro	oposição	-0.02053787
oposição	brasileiro	-0.02053787
país	casa	-0.02046468
casa	país	-0.02046468
povo	prisão	-0.02046192
povo	fala	-0.02046192
prisão	povo	-0.02046192
fala	povo	-0.02046192
dizer	irmão	-0.02042547
irmão	dizer	-0.02042547
ditadura	embaixada	-0.02040448
embaixada	ditadura	-0.02040448
povo	novo	-0.02039754
novo	povo	-0.02039754
apoiar	vídeo	-0.02039475
vídeo	apoiar	-0.02039475
ter	militar	-0.0203559
militar	ter	-0.0203559
povo	gol	-0.02033147
gol	povo	-0.02033147
cubano	fronteira	-0.02021441
fronteira	cubano	-0.02021441
oposição	bom	-0.02020909
bom	oposição	-0.02020909
ditadura	clima	-0.02017785
clima	ditadura	-0.02017785
povo	avião	-0.02006806
avião	povo	-0.02006806
ditador	crise	-0.02004098
crise	ditador	-0.02004098
povo	embaixada	-0.0200088
embaixada	povo	-0.0200088
oposição	fome	-0.01999294
fome	oposição	-0.01999294
povo	chefe	-0.01993507
chefe	povo	-0.01993507
oposição	refugiado	-0.01983727
refugiado	oposição	-0.01983727
ter	prender	-0.01982116
prender	ter	-0.01982116
povo	espanhol	-0.0198012
espanhol	povo	-0.0198012
ditadura	seleção	-0.01977817
seleção	ditadura	-0.01977817
venezuelano	feliz	-0.01973099
feliz	venezuelano	-0.01973099
cubano	casa	-0.01967929
casa	cubano	-0.01967929
ter	presidente	-0.01967
presidente	ter	-0.01967
brasileiro	parlamento	-0.01959935
parlamento	brasileiro	-0.01959935
povo	acusar	-0.01959718
acusar	povo	-0.01959718
ditadura	irmão	-0.0195499
irmão	ditadura	-0.0195499
venezuelano	gravar	-0.01954063
gravar	venezuelano	-0.01954063
povo	adolescente	-0.01953076
adolescente	povo	-0.01953076
bom	vídeo	-0.01948357
vídeo	bom	-0.01948357
ditador	refugiado	-0.01940628
refugiado	ditador	-0.01940628
povo	opositor	-0.01939374
opositor	povo	-0.01939374
fugir	militar	-0.01938586
militar	fugir	-0.01938586
ditadura	família	-0.01938555
família	ditadura	-0.01938555
ditadura	ajuda	-0.01937276
ajuda	ditadura	-0.01937276
povo	semana	-0.0193275
semana	povo	-0.0193275
brasileiro	seleção	-0.01925828
seleção	brasileiro	-0.01925828
povo	trabalho	-0.01925658
trabalho	povo	-0.01925658
ditadura	ficar	-0.01923981
ficar	ditadura	-0.01923981
país	pintar	-0.01922526
pintar	país	-0.01922526
ter	vídeo	-0.01922257
vídeo	ter	-0.01922257
dizer	cidade	-0.01913658
cidade	dizer	-0.01913658
venezuelano	corte	-0.01913609
corte	venezuelano	-0.01913609
dizer	fome	-0.01911745
fome	dizer	-0.01911745
país	clima	-0.01911399
clima	país	-0.01911399
menino	apoio	-0.01911048
apoio	menino	-0.01911048
fugir	menino	-0.01909422
menino	fugir	-0.01909422
menino	rua	-0.01905075
rua	menino	-0.01905075
cubano	ano	-0.01904538
ano	cubano	-0.01904538
apoiar	crise	-0.01899816
crise	apoiar	-0.01899816
ter	fronteira	-0.01898387
fronteira	ter	-0.01898387
refugiado	militar	-0.01896817
militar	refugiado	-0.01896817
ano	ditador	-0.01896112
ditador	ano	-0.01896112
cubano	refugiado	-0.01888023
refugiado	cubano	-0.01888023
povo	família	-0.01883986
família	povo	-0.01883986
cubano	flag_venezuela_e	-0.0188029
flag_venezuela_e	cubano	-0.0188029
cubano	comer	-0.01880068
comer	cubano	-0.01880068
povo	milhão	-0.01879129
milhão	povo	-0.01879129
governo	família	-0.01876558
família	governo	-0.01876558
oposição	comer	-0.01875722
comer	oposição	-0.01875722
ditadura	pedir	-0.01875675
pedir	ditadura	-0.01875675
dizer	humanitário	-0.01870701
humanitário	dizer	-0.01870701
falar	refugiado	-0.0186579
refugiado	falar	-0.0186579
fazer	força	-0.0186492
força	fazer	-0.0186492
governo	pintar	-0.01864178
pintar	governo	-0.01864178
povo	venezuelanas	-0.01863733
venezuelanas	povo	-0.01863733
cubano	clima	-0.01863152
clima	cubano	-0.01863152
venezuelano	rolling_on_the_floor_laughing_e	-0.01861036
rolling_on_the_floor_laughing_e	venezuelano	-0.01861036
povo	ação	-0.01860979
ação	povo	-0.01860979
povo	vir	-0.0186062
vir	povo	-0.0186062
povo	explicar	-0.01855366
explicar	povo	-0.01855366
venezuelano	liberdade	-0.0185432
liberdade	venezuelano	-0.0185432
venezuelano	valer	-0.01852956
valer	venezuelano	-0.01852956
oposição	socialismo	-0.01852361
socialismo	oposição	-0.01852361
dizer	anunciar	-0.01845507
anunciar	dizer	-0.01845507
menino	receber	-0.01835086
receber	menino	-0.01835086
video	venezuelano	-0.01834772
qdo	venezuelano	-0.01834772
querer	prender	-0.01832983
prender	querer	-0.01832983
presidente	refugiado	-0.01828567
refugiado	presidente	-0.01828567
povo	nordeste	-0.01826503
nordeste	povo	-0.01826503
incrível	venezuelano	-0.01822017
povo	campanha	-0.0182115
campanha	povo	-0.0182115
menino	regime	-0.01819539
regime	menino	-0.01819539
militar	comer	-0.01809807
comer	militar	-0.01809807
apoiar	chegar	-0.01805749
chegar	apoiar	-0.01805749
dizer	grupo	-0.01804478
grupo	dizer	-0.01804478
brasileiro	falar	-0.01802664
falar	brasileiro	-0.01802664
dizer	ajuda	-0.01802234
ajuda	dizer	-0.01802234
ter	oposição	-0.01802042
oposição	ter	-0.01802042
povo	jogo	-0.01792238
jogo	povo	-0.01792238
país	exército	-0.01789519
exército	país	-0.01789519
ver	prender	-0.01788216
prender	ver	-0.01788216
saber	crise	-0.01785454
crise	saber	-0.01785454
ditadura	cidade	-0.01784955
cidade	ditadura	-0.01784955
venezuelano	urgente	-0.01784509
urgente	venezuelano	-0.01784509
ditadura	óleo	-0.01784056
óleo	ditadura	-0.01784056
povo	jornalista	-0.01779825
jornalista	povo	-0.01779825
povo	número	-0.01777617
número	povo	-0.01777617
ditador	entrar	-0.01776174
entrar	ditador	-0.01776174
venezuelano	ouvir	-0.01772212
ouvir	venezuelano	-0.01772212
ditadura	exército	-0.01767745
exército	ditadura	-0.01767745
presidente	morrer	-0.0176337
morrer	presidente	-0.0176337
apoiar	casa	-0.01762231
casa	apoiar	-0.01762231
refugiado	morrer	-0.01761303
morrer	refugiado	-0.01761303
falar	pedir	-0.01759483
pedir	falar	-0.01759483
menino	democracia	-0.01759283
