file	fac1	fac2	fac3	fac4	fac5	fac6
t000198	0	1	0	0	0	0
t000199	1	0	0	0	0	0
t000200	0	-1	1	0	0	0
t000201	1	1	0	0	0	0
t000202	0	0	0	0	-1	-1
t000203	1	0	0	0	0	0
t000204	0	0	1	0	0	0
t000205	-1	-2	0	0	0	1
t000206	0	0	0	0	1	0
t000207	4	0	0	0	1	0
t000208	0	0	0	0	0	1
t000209	0	0	0	0	0	0
t000210	0	0	0	1	0	0
t000211	0	0	0	0	0	0
t000212	0	0	1	0	1	0
t000213	0	0	0	0	1	0
t000214	0	0	0	0	0	0
t000215	1	0	1	0	0	0
t000216	0	0	0	0	-2	0
t000217	0	1	0	0	0	0
t000218	2	0	1	0	0	0
t000219	0	0	0	0	0	0
t000220	1	0	0	0	0	0
t000221	0	-1	0	0	0	-2
t000222	0	1	0	0	0	0
t000223	0	-1	0	0	0	0
t000224	0	0	0	0	0	4
t000225	0	-1	0	0	0	0
t000226	0	0	0	0	0	0
t000227	0	0	-1	0	2	0
t000228	0	0	0	0	1	0
t000229	0	0	0	0	0	0
t000230	0	0	0	0	0	1
t000231	1	0	0	1	-1	1
t000232	0	0	0	-1	0	1
t000233	-1	0	1	0	2	-1
t000234	0	2	0	0	0	0
t000235	0	0	0	0	0	3
t000236	1	0	0	0	0	3
t000237	0	0	1	0	0	0
t000238	0	-1	1	0	1	0
t000239	0	0	0	0	0	0
t000240	0	0	0	0	0	0
t000241	0	0	0	0	-1	0
t000242	1	-1	-1	0	1	0
t000243	0	0	0	0	0	0
t000244	1	0	0	0	0	0
t000245	0	-1	0	-1	0	3
t000246	0	0	0	0	0	0
t000247	0	0	0	0	1	0
t000248	0	0	0	0	-3	0
t000249	0	0	0	0	0	0
t000250	0	-2	0	0	0	0
t000251	0	0	1	0	0	0
t000252	0	2	0	0	0	0
t000253	0	0	0	0	0	0
t000254	0	-1	0	1	0	0
t000255	0	1	0	0	0	0
t000256	0	0	0	0	0	0
t000257	1	0	0	0	0	-1
t000258	0	0	0	0	0	0
t000259	2	-2	0	1	0	0
t000260	2	0	0	0	-1	0
t000261	-1	0	0	0	0	0
t000262	0	0	0	0	0	0
t000263	1	-1	0	0	0	0
t000264	0	1	0	0	0	0
t000265	1	-2	0	0	0	0
t000266	0	1	0	0	0	0
t000267	1	0	0	0	0	0
t000268	1	0	0	0	0	0
t000269	0	0	0	0	0	0
t000270	0	-1	0	0	0	0
t000271	0	-1	0	0	1	0
t000272	2	1	0	0	-1	0
t000273	0	0	0	0	-3	0
t000274	1	0	0	0	1	0
t000275	0	0	0	0	0	3
t000276	2	0	0	0	0	0
t000277	1	1	0	0	0	-1
t000279	0	-1	1	0	1	1
t000280	0	0	0	0	-1	0
t000281	-1	0	1	0	0	0
t000282	0	0	0	0	0	0
t000283	0	0	0	0	0	0
t000284	1	0	0	0	-1	0
t000285	0	0	0	0	0	1
t000286	0	-1	1	0	1	1
t000287	0	-1	0	1	0	0
t000288	1	0	0	0	0	-1
t000289	0	0	0	0	0	0
t000290	0	0	0	0	0	0
t000291	1	0	0	1	0	0
t000292	1	0	0	0	0	-1
t000293	0	0	0	0	2	0
t000294	0	0	0	0	0	0
t000295	0	-1	0	0	0	0
t000296	0	-1	1	0	0	0
t000297	1	0	0	1	0	0
t000298	0	0	0	0	0	4
t000299	0	0	0	0	0	4
t000300	-1	-1	0	0	0	0
t000301	3	-1	0	0	0	0
t000302	1	1	0	0	0	0
t000303	1	0	0	0	0	0
t000304	0	-1	-1	1	1	0
t000305	0	1	0	0	0	0
t000306	1	0	0	0	0	0
t000307	0	-2	-2	0	0	0
t000308	1	2	0	1	0	0
t000309	0	0	-2	0	1	0
t000310	0	-1	-1	0	0	0
t000311	0	-1	2	1	0	0
t000312	0	-1	0	1	0	0
t000313	0	0	-1	0	1	1
t000314	0	0	0	0	0	0
t000315	0	0	0	0	0	1
t000316	0	0	0	0	0	1
t000317	0	0	0	0	0	-1
t000318	1	0	1	0	0	0
t000319	0	0	0	0	0	0
t000320	0	-1	-1	0	1	0
t000321	1	0	-1	1	1	0
t000322	1	0	0	0	0	-1
t000323	1	0	0	0	0	0
t000324	0	0	1	0	0	0
t000325	0	0	-1	0	1	1
t000326	1	0	0	0	1	1
t000327	1	-1	0	0	0	0
t000328	0	0	0	-1	2	0
t000329	1	0	0	0	0	0
t000330	0	0	0	0	0	0
t000331	1	-1	0	0	0	0
t000332	0	0	0	0	1	0
t000333	0	0	-1	0	0	1
t000334	1	0	0	0	0	0
t000335	0	0	0	0	0	0
t000336	1	0	0	0	0	0
t000337	0	0	0	0	0	0
t000338	0	0	0	0	1	0
t000339	2	-1	0	0	0	0
t000340	0	0	0	-1	1	0
t000341	1	0	0	0	0	0
t000342	2	0	0	0	0	0
t000343	0	-1	0	0	0	0
t000344	1	0	0	0	0	0
t000345	0	-1	0	0	2	0
t000346	1	0	1	1	0	0
t000347	0	0	1	0	0	0
t000348	0	2	0	0	2	0
t000349	2	2	0	0	1	0
t000350	0	0	0	1	0	0
t000351	1	0	0	0	0	0
t000352	0	0	-1	1	1	0
t000353	0	0	1	0	0	-1
t000354	1	1	0	0	0	0
t000355	2	-1	0	1	-1	0
t000356	1	0	0	0	0	0
t000357	0	0	0	0	0	0
t000358	1	0	0	0	0	0
t000359	3	-4	-1	0	0	0
t000360	0	0	0	0	0	0
t000361	0	-1	0	0	0	0
t000362	0	0	0	0	1	0
t000363	0	0	0	0	0	0
t000364	1	0	0	0	0	0
t000365	-1	0	0	0	1	0
t000366	0	1	0	0	1	0
t000367	2	0	1	0	0	0
t000368	0	0	0	1	1	0
t000369	0	-1	0	0	0	0
t000370	0	0	0	0	0	0
t000371	2	-2	0	0	0	0
t000372	1	3	0	1	1	0
t000373	1	0	0	0	-1	0
t000374	1	0	0	0	0	0
t000375	0	0	0	0	0	0
t000376	1	0	0	0	1	0
t000377	0	0	0	0	0	0
t000378	0	0	1	0	0	0
t000379	1	0	0	0	0	0
t000380	0	0	0	0	0	0
t000381	1	0	-2	0	0	0
t000382	1	0	1	0	1	0
t000383	0	2	0	0	1	0
t000384	0	0	0	0	0	1
t000385	2	0	0	0	0	0
t000386	0	0	0	0	0	0
t000387	1	0	0	0	1	0
t000388	-1	0	0	0	1	0
t000389	2	0	0	1	0	0
t000390	0	0	0	0	0	0
t000392	0	-1	0	1	0	0
t000393	0	0	0	0	0	0
t000394	-1	0	1	0	0	0
t000395	2	0	-1	0	1	1
t000396	0	-1	0	0	0	0
t000397	-1	0	-1	0	1	0
t000398	1	0	0	1	1	0
t000399	0	-1	0	0	0	0
t000400	0	0	0	0	0	0
t000401	0	2	0	0	1	0
t000402	0	0	0	0	0	0
t000403	1	1	0	0	2	0
t000404	1	1	0	0	2	0
t000405	0	0	-2	0	1	0
t000406	1	0	0	0	-1	-1
t000407	1	2	0	0	0	0
t000408	0	3	0	0	0	0
t000409	0	0	0	0	0	0
t000410	1	-1	0	0	0	0
t000411	1	1	0	0	2	0
t000412	2	0	-1	0	1	1
t000413	1	0	0	0	0	0
t000414	2	0	-1	0	1	1
t000415	0	0	0	0	0	0
t000416	-1	-1	0	0	0	0
t000417	1	1	0	0	2	0
t000418	0	0	0	0	0	0
t000419	0	-1	1	0	1	0
t000420	1	0	0	0	0	0
t000421	0	-1	0	0	0	1
t000422	2	0	0	0	1	0
t000423	1	1	0	0	0	0
t000424	0	0	1	0	1	0
t000425	-1	0	1	0	0	0
t000426	0	-1	0	0	0	0
t000427	0	0	0	0	0	0
t000428	-1	0	1	0	0	-2
t000429	2	0	1	0	0	0
t000430	0	0	1	0	0	0
t000431	0	0	1	1	0	0
t000432	0	0	1	0	0	-2
t000433	-1	0	1	0	0	-1
t000434	-1	0	1	0	0	0
t000435	0	0	2	0	0	0
t000436	0	1	0	-1	0	0
t000437	1	0	0	0	0	0
t000438	0	0	0	0	1	0
t000439	0	1	0	0	1	0
t000440	-1	0	2	0	0	0
t000441	-1	0	1	0	0	0
t000442	-1	0	0	0	1	-1
t000443	0	-1	0	0	-1	0
t000444	0	0	0	0	0	0
t000445	0	0	1	0	0	-2
t000446	1	0	0	0	0	0
t000447	0	0	0	0	0	1
t000448	-1	0	0	1	0	0
t000449	-1	0	1	0	0	1
t000450	-1	0	1	0	0	1
t000451	0	0	2	0	0	0
t000452	-1	0	1	0	0	0
t000453	-3	0	1	0	0	0
t000454	0	0	0	0	0	0
t000455	-1	0	2	0	0	-1
t000456	1	0	0	0	0	0
t000457	-1	0	1	0	0	1
t000458	0	0	0	0	0	1
t000459	0	-1	0	0	0	0
t000460	0	0	0	1	0	0
t000461	-3	0	1	0	0	0
t000462	0	0	1	0	0	0
t000463	-1	0	1	0	0	-1
t000464	0	1	1	0	0	0
t000465	0	-1	0	0	0	0
t000466	0	1	1	0	0	0
t000467	-1	0	2	0	0	0
t000468	1	0	0	0	0	0
t000469	-1	0	0	0	2	-1
t000470	-1	0	2	0	0	0
t000471	1	2	0	0	0	0
t000472	1	1	1	0	0	0
t000473	0	-1	0	0	0	0
t000474	0	0	1	0	0	-1
t000475	0	0	0	0	0	0
t000476	1	0	1	0	0	0
t000477	0	0	0	0	0	0
t000478	0	0	1	0	0	1
t000479	1	0	1	0	0	0
t000480	0	-1	0	0	0	0
t000481	-1	0	1	0	0	-1
t000482	-2	0	0	0	0	0
t000483	-1	0	1	0	0	-1
t000484	1	0	1	0	0	0
t000485	0	0	0	1	0	0
t000486	-1	0	3	0	0	0
t000487	0	-1	1	0	0	0
t000488	0	0	3	-1	0	0
t000489	-1	0	1	0	-1	-1
t000490	1	0	0	0	-1	0
t000491	0	0	1	1	0	0
t000492	1	0	1	0	0	0
t000493	-1	0	0	0	0	0
t000494	0	0	1	0	-1	-1
t000495	1	0	0	0	0	0
t000496	-1	0	1	0	0	-1
t000497	1	0	1	0	0	0
t000498	1	0	1	0	0	-1
t000499	1	0	1	0	0	0
t000500	1	-1	0	0	0	0
t000501	1	0	1	0	-1	0
t000502	-2	0	1	0	0	0
t000503	0	0	0	0	0	0
t000504	0	-1	1	0	0	0
t000505	0	0	0	1	0	0
t000506	-3	0	0	0	0	0
t000507	0	1	0	0	1	0
t000508	-1	0	1	0	0	-2
t000509	0	1	0	0	0	0
t000510	0	0	1	0	2	0
t000511	0	0	0	0	0	0
t000512	0	0	1	0	0	0
t000513	1	0	0	0	0	0
t000514	1	0	0	0	0	0
t000515	0	0	3	0	0	0
t000516	0	0	0	0	0	0
t000517	-2	0	1	0	0	-2
t000518	4	1	0	1	0	0
t000519	0	0	0	0	0	0
t000520	0	1	0	0	0	0
t000521	0	0	2	0	0	-1
t000522	1	0	0	0	-1	0
t000523	-1	0	3	0	0	0
t000524	0	0	0	0	0	1
t000525	-2	0	2	0	0	0
t000526	0	0	0	0	0	0
t000527	0	0	1	1	0	0
t000528	0	0	0	0	-1	0
t000529	1	0	0	0	0	0
t000530	0	0	0	0	0	0
t000531	0	0	0	1	0	-1
t000532	0	0	0	0	0	0
t000533	-1	0	2	0	0	0
t000534	0	0	0	1	0	0
t000535	-1	0	1	0	0	0
t000536	0	0	3	0	1	-1
t000537	-1	0	1	0	0	-1
t000538	1	0	0	1	0	0
t000539	-3	0	0	0	0	0
t000540	0	2	0	0	0	0
t000541	0	0	1	0	0	0
t000542	0	0	0	0	0	1
t000543	0	0	0	0	0	-1
t000544	2	-1	0	0	0	0
t000545	0	0	1	0	1	0
t000546	0	0	1	0	0	-1
t000547	0	0	1	2	0	0
t000548	1	0	0	0	0	0
t000549	-1	0	2	0	0	0
t000550	0	0	1	0	1	0
t000551	1	0	1	0	0	-1
t000552	-1	0	1	0	0	-1
t000553	0	0	2	0	0	0
t000554	0	0	0	0	0	0
t000555	-1	0	0	0	0	0
t000556	0	0	0	0	0	0
t000557	0	0	0	0	0	0
t000558	-1	0	1	0	-1	-1
t000559	0	-1	0	0	1	0
t000560	0	0	0	0	0	0
t000561	-1	0	0	0	0	-1
t000562	0	0	1	0	0	-1
t000563	1	0	-1	1	1	0
t000564	0	-1	0	0	0	0
t000565	-1	0	0	0	0	0
t000566	1	-1	0	0	0	0
t000567	3	0	0	0	1	0
t000568	0	0	-2	0	1	1
t000569	0	0	1	0	0	0
t000570	-1	0	1	0	0	0
t000571	0	0	1	0	1	0
t000572	0	-1	-1	0	0	0
t000573	0	-1	0	0	0	0
t000574	0	0	0	-1	0	2
t000575	0	0	1	1	0	-1
t000576	0	0	1	1	0	-1
t000577	1	0	0	0	0	0
t000578	0	-1	0	0	0	-1
t000579	1	0	1	1	0	0
t000580	0	-1	-1	0	0	0
t000581	0	0	1	0	0	1
t000582	1	-1	0	1	0	0
t000583	0	0	0	0	0	0
t000584	1	0	0	0	0	0
t000585	-1	0	0	0	0	-1
t000586	1	0	1	0	0	-1
t000587	0	0	1	0	0	1
t000588	0	0	1	0	0	0
t000589	1	0	-1	0	0	0
t000590	0	0	0	1	1	-1
t000591	1	0	0	0	0	0
t000592	-2	-1	0	0	-1	0
t000593	0	0	1	0	0	-1
t000594	1	0	0	0	0	0
t000595	0	-1	0	0	0	0
t000596	0	0	0	0	0	0
t000597	0	-2	0	0	0	0
t000598	1	0	0	0	0	0
t000599	0	3	0	0	0	0
t000600	1	0	0	0	0	-1
t000601	1	-1	0	1	0	0
t000602	0	0	-1	1	1	0
t000603	0	1	0	0	0	0
t000604	1	0	0	0	0	2
t000606	-2	0	0	0	0	0
t000607	1	0	0	0	1	0
t000608	0	-1	-1	0	-1	-1
t000609	1	0	0	0	0	0
t000610	0	0	1	0	0	0
t000611	1	1	0	0	0	0
t000612	0	0	0	0	0	0
t000613	0	1	0	0	0	0
t000614	1	0	1	0	0	0
t000615	0	0	0	0	1	1
t000616	0	0	0	0	0	0
t000617	0	0	1	0	0	0
t000618	2	0	0	0	1	0
t000619	1	0	0	0	0	0
t000620	0	0	1	0	0	0
t000621	0	0	0	0	0	0
t000622	0	0	0	0	0	0
t000623	0	0	1	0	-1	-1
t000624	0	0	0	0	0	0
t000625	0	0	0	0	0	0
t000626	-1	-1	0	0	1	0
t000627	-1	-1	2	0	0	-1
t000628	0	-1	1	0	0	0
t000629	0	0	0	0	1	0
t000630	-2	-1	2	0	-1	-1
t000631	0	0	2	0	-1	0
t000632	-1	0	0	0	-1	-2
t000633	0	0	0	0	0	1
t000634	-1	0	0	0	-1	-3
t000635	0	-1	-1	0	0	1
t000636	1	0	0	0	1	0
t000637	1	0	0	0	0	-1
t000638	-2	0	0	0	0	0
t000639	-2	0	0	0	0	0
t000640	-1	0	0	0	-1	-2
t000641	-1	0	0	0	-1	-2
t000642	-1	0	0	0	-1	-3
t000643	1	-1	0	0	2	0
t000644	0	0	0	0	0	1
t000645	-1	0	0	0	-1	-2
t000646	0	0	0	0	-1	0
t000647	1	0	0	0	0	0
t000648	0	0	0	0	0	0
t000649	0	-1	0	0	0	0
t000650	1	-1	0	0	0	0
t000651	0	-1	0	0	0	0
t000652	1	1	0	0	0	0
t000653	0	0	1	0	0	0
t000654	1	0	0	0	0	0
t000655	0	0	0	0	0	0
t000656	1	0	1	0	1	0
t000657	0	0	1	1	0	0
t000658	0	0	0	0	-3	0
t000659	0	0	2	0	0	0
t000660	1	0	2	1	0	0
t000661	1	0	0	0	0	0
t000662	1	0	0	0	0	0
t000663	0	-1	0	1	0	0
t000664	1	0	0	0	1	2
t000665	0	0	0	0	1	-1
t000666	0	0	0	0	0	0
t000667	1	-1	0	0	0	0
t000668	0	1	1	0	0	0
t000669	1	0	0	1	0	0
t000670	0	0	1	0	0	-1
t000671	-1	0	0	0	1	0
t000672	0	0	1	0	0	0
t000673	1	0	0	0	0	0
t000674	0	-1	0	0	1	0
t000675	1	0	0	0	0	1
t000676	1	1	1	0	1	0
t000677	0	1	0	0	0	0
t000678	-1	-1	0	0	1	0
t000679	0	0	0	0	0	0
t000680	-4	0	1	0	0	0
t000681	-1	-1	-1	0	1	0
t000682	0	0	0	0	0	0
t000683	0	0	0	0	1	0
t000684	-1	-2	0	0	0	0
t000685	-1	0	0	0	1	-1
t000686	-1	-1	0	0	1	0
t000687	0	0	0	0	0	3
t000688	0	0	1	0	-1	1
t000689	-1	-1	0	0	2	0
t000690	1	0	0	0	0	0
t000691	0	0	0	0	1	0
t000692	0	0	2	0	1	0
t000693	0	1	1	0	0	0
t000694	0	0	0	0	0	0
t000695	0	0	0	0	0	0
t000696	-1	0	0	0	1	0
t000697	-1	0	1	0	-1	-1
t000698	1	0	0	0	0	0
t000699	0	2	0	0	0	0
t000700	1	-1	0	0	0	-1
t000701	1	0	0	0	0	0
t000702	0	0	0	0	0	0
t000704	0	-1	0	0	1	0
t000705	0	1	1	0	0	0
t000706	-1	1	0	0	0	0
t000707	-1	0	1	0	1	0
t000708	0	-1	0	1	0	0
t000709	2	0	0	0	0	0
t000710	1	0	0	0	0	0
t000711	1	0	0	0	0	0
t000712	0	1	0	0	0	2
t000713	0	0	1	0	0	0
t000714	0	-1	0	0	0	0
t000715	1	0	0	0	0	0
t000716	1	0	0	0	0	0
t000717	0	0	1	0	1	0
t000718	-1	0	0	0	0	-1
t000719	1	0	0	0	0	0
t000720	1	0	1	0	0	0
t000721	0	0	0	0	0	0
t000722	-3	0	0	0	0	0
t000723	0	0	1	0	0	0
t000724	1	0	0	0	0	0
t000725	0	1	0	0	0	0
t000726	0	0	0	0	0	0
t000727	1	0	0	1	0	0
t000728	0	-1	0	1	0	0
t000729	0	0	0	0	0	-1
t000730	1	0	0	1	0	0
t000731	0	0	0	1	0	0
t000732	0	0	0	0	0	0
t000733	0	0	0	1	0	0
t000734	-1	0	1	0	-1	0
t000735	0	-2	1	0	1	0
t000736	0	-1	0	0	0	0
t000737	0	0	0	0	0	0
t000738	0	0	0	0	0	0
t000739	1	0	0	0	0	0
t000740	0	0	0	0	0	0
t000741	0	0	0	0	0	0
t000742	0	-2	0	0	1	0
t000743	-2	0	0	0	-1	0
t000744	1	-1	0	0	0	0
t000745	2	0	0	0	1	0
t000746	0	0	0	1	0	0
t000747	-1	0	0	0	0	0
t000748	0	0	0	0	2	0
t000749	1	0	0	0	0	-1
t000750	1	0	0	0	0	0
t000751	1	0	0	0	0	0
t000752	0	0	-2	0	0	0
t000753	1	0	0	0	0	0
t000754	1	0	0	0	0	0
t000755	2	0	0	0	-1	0
t000756	0	0	0	2	0	0
t000757	2	0	0	0	0	0
t000759	0	0	-2	0	0	0
t000760	0	0	0	0	0	0
t000761	1	-2	0	0	0	-1
t000762	-1	0	0	0	0	0
t000763	0	0	0	0	2	0
t000764	0	0	1	0	1	0
t000766	0	0	1	0	0	0
t000767	0	0	-2	0	1	0
t000768	0	0	0	0	0	0
t000769	2	0	0	0	0	1
t000770	2	0	0	0	0	0
t000771	0	0	0	0	0	0
t000772	2	0	0	0	0	0
t000773	1	0	0	0	0	0
t000774	0	-1	0	0	0	-1
t000775	0	0	0	0	0	0
t000776	1	-1	0	0	0	0
t000777	1	0	0	0	0	0
t000778	-1	0	0	0	0	-1
t000779	1	0	0	1	0	0
t000780	1	-1	1	1	0	0
t000781	0	0	-2	0	0	0
t000782	0	-1	0	0	0	0
t000783	0	-1	0	0	0	0
t000784	1	0	0	0	0	0
t000785	0	0	0	0	0	0
t000786	0	0	0	0	0	0
t000787	1	0	0	2	0	0
t000788	1	-1	0	0	0	0
t000789	0	0	-2	0	0	0
t000790	1	0	0	0	0	0
t000791	0	0	0	0	0	0
t000792	0	1	0	0	0	0
t000793	2	0	1	0	1	0
t000794	0	0	0	0	0	0
t000795	1	0	0	0	-4	0
t000796	0	0	0	0	0	0
t000797	-1	0	0	1	2	0
t000798	1	0	0	0	0	0
t000799	1	0	0	0	1	0
t000800	1	0	0	0	0	0
t000801	1	0	0	0	0	0
t000802	0	0	1	0	0	0
t000803	0	0	0	0	1	0
t000804	1	0	0	0	0	0
t000805	1	2	0	1	0	1
t000806	1	0	0	0	0	0
t000807	0	0	1	0	-1	0
t000808	1	0	0	0	0	0
t000809	2	0	0	0	0	0
t000810	0	0	0	0	0	0
t000811	0	0	0	0	0	0
t000812	0	0	0	0	-1	-3
t000813	1	0	0	0	0	0
t000814	0	-1	0	0	0	0
t000815	0	0	1	0	0	0
t000816	-1	0	1	0	0	-1
t000817	0	-1	1	1	0	0
t000818	0	-1	0	0	0	-1
t000819	2	-1	0	0	0	0
t000820	2	0	0	0	0	-1
t000821	0	0	1	1	0	0
t000822	0	0	0	0	1	-1
t000823	1	0	0	0	0	0
t000824	0	0	0	0	0	-1
t000825	1	0	0	0	0	0
t000826	0	-1	0	0	0	0
t000827	0	1	-1	0	0	0
t000828	0	0	0	0	0	0
t000829	0	-1	0	0	1	0
t000830	1	0	0	0	0	0
t000831	1	0	0	0	0	0
t000832	1	0	0	0	1	0
t000833	1	0	0	1	0	0
t000834	0	0	0	0	0	0
t000835	0	0	1	0	-1	-3
t000836	1	-1	0	0	0	0
t000837	2	-1	0	0	0	0
t000838	-1	0	1	0	0	1
t000839	1	0	1	0	0	-1
t000840	1	0	1	0	-1	-2
t000841	0	0	0	0	-1	0
t000842	2	0	0	0	0	0
t000843	2	0	0	0	1	0
t000844	0	0	0	0	0	0
t000845	0	0	0	0	0	0
t000846	1	0	0	0	1	0
t000847	0	0	0	0	0	0
t000848	0	0	0	0	1	-1
t000849	0	-1	0	0	0	0
t000850	0	0	1	0	0	0
t000851	1	0	0	0	0	0
t000852	1	0	0	0	0	0
