df_index	text
007925	RT @Maufalavigna: Anteontem a direita venezuelana incendiou um depósito de remédios destinados a hospitais públicos. Desde ontem milhares d…
008580	RT @Maufalavigna: Dois fatos: 1. A eleição de Maduro é mais legítima e constitucional que a do Bostô; 2. A questão venezuelana é de vital i…
007018	RT @Maufalavigna: O porteiro é venezuelano. Certeza.
002872	RT @Maufalavigna: Precisamos de um MP suíço, juízes venezuelanos e um povo paraguaio. Ah, sim, e de muitos jornalistas desempregados.
002536	RT @Maufalavigna: Procuradora venezuelana é acusada de crimes graves. Parece que lá investigaram as viagens frequentes de Janots e Moros da…
007686	RT @Maufalavigna: Venezuelanos. Pela Bolívia. Por eles também. Pela América Latina. 
010920	RT @Maufalavigna: Vocês são precipitados. Ficam achando que Dudu Bostô foi pra guerra. Ele só foi alertar os venezuelanos sobre a importânc…
012486	RT @Maufalavigna: É, há muitas limitações na ditadura venezuelana. Ninguém pode se manifestar ali, viu? 
017217	RT @MaurciodeFreit9: E AGORA, BOLSONARO? PINTOU NOVO VÍDEO SOBRE VENEZUELANAS! QUEM EXPLICARÁ...  via @YouTube
018912	RT @Maurici85697194: Militares Venezuelanos que se declararam gay antes do regime de Maduro estão sendo torturados e expulsos: “era brincad…
018828	RT @MauricioCPires: Cenas MUITO fortes! A fome está fazendo os venezuelanos comerem gatos e cachorros... Muito triste! …
014425	RT @MauricioCanto7: Justiça espanhola concorda em extraditar general venezuelano Carvajal para os EUA. A esquerda tupiniquim inteira e seus…
013665	RT @MauricioCostaRS: Não seja como o judeu no início do nazismo, não seja como o camponês no inicio da URSS, não seja como o venezuelano no…
015032	RT @MauricioCostaRS: Não seja como o judeu no início do nazismo, não seja como o camponês no início da URSS, não seja como o venezuelano no…
017143	RT @MauricioRicardo: Tá aqui outra versão da história, sem o “pintou um clima”, e a visita de Bolsonaro às refugiadas venezuelanas.  Ele me…
003914	RT @Mauricio_JCosta: 17383962727267272 pesos venezuelanos são iguais a 62 reais. Infelizmente, o povo da Venezuela está passando o Natal se…
009318	RT @MauroBittenAdv: Bora galera!!!! 🇧🇷👉🏻👉🏻Agora a tag é essa!!!! Vamos colaborar com nossos irmão venezuelanos. Militares começaram a deser…
002220	RT @MauroCezarESPN: Patrocinador já ajudou o Palmeiras bancando a vinda do venezuelano Guerra e quitando 50% dos direitos do atacante Dudu
001408	RT @MauroCezarESPN: Rómulo Otero, meia venezuelano que pode reforçar o Atlético. Veja por onde ele atua 
009875	RT @MauroEs43852271: O ditador Nicolas Maduro segue genocidando a própria população venezuelana. Todos os dias pacientes que dependem de me…
005997	RT @MauroEs43852271: O genocídio da população venezuelana é uma vergonha para toda a América Latina e em especial para nós brasileiros. A d…
007360	RT @Mavdogoverno: @PolitzOficial Kkkkkk até a democracia venezuelana quer uma ditadura dessa! #BolsonaroAte2026
002159	RT @Mavsampaio: Queren substituir soberania popular venezuelana p referendo c caixas de papelão, no Brasil deixaram criminoso solto… 
014371	RT @MaxGuilherme01: - Boa  Vista / Roraima. - Venezuelanos fugindo da fome e ditadura. - Presidente Jair Bolsonaro. 
009771	RT @MaxHertz: Nicolás Maduro, as Forças Armadas e a Suprema Corte Venezuelanas, estão dando um exemplo d patriotismo, do qual o Brasil tant…
004408	RT @Mayconwyz: #FreeJonatan Onde está a ONU quando precisamos? Brasileiro é preso por se opor á Ditadura Venezuelana, e ações Governamentai…
017328	RT @Mazaff_19: Os Venezuelanos fazendo manifestação no Brasil para o brasileiro aprender a votar!!! Compartilhe o máximo,pras tias do ZAP,e…
009966	RT @MblPaulo: Existe algo mais contraditorio do que um esquerdista que se diz preocupado com os refugiados venezuelanos ?
013119	RT @McLima9: Guaidó acusa governo venezuelano de tentativa de assassinato após atentado em comício (FOTOS):  
013234	RT @McLima9: O valentão  que humilha, escraviza o povo venezuelano tá se borrando de medo do Trump 👇😂😂😂😂 
007698	RT @McLima9: Venezuelano faz discurso na Av. Paulista 🇧🇷 
018648	RT @Melnetto: Justiça espanhola concorda em extraditar general venezuelano Carvajal para os EUA. Estados Unidos esperam que o general, que…
004683	RT @MendesOnca: China acusa EUA de desrespeitar a América Latina. Ameaças de intervenção no território venezuelano. …
014557	RT @MendesOnca: Operação resgata indígenas macuxi e venezuelanos em condições análogas à escravidão em Roraima 
000338	RT @MendesOnca: Parlamentares brasileiras repudiam agressão a chanceler venezuelana na Argentina  via @desacatobrasil
006648	RT @MengaoNegro: estava conversando com um paranaense que me disse que chegaram vários venezuelanos lá. e que esse pessoal ta morrendo de m…
005547	RT @Menor_Polado: Tem que respeitar o venezuelano
010218	RT @MessiLeoBrasil: Leo Messi tem um desempenho fantástico contra a seleção Venezuelana; Dos 7 jogos que Leo tem essa equipe, ele meteu 4 g…
001934	RT @Mestre_Tigresa: A única polêmica aqui é cidadãos venezuelanos sendo assassinados pelas milícias do Maduro à LUZ DO DIA. Imaginem o… 
017999	RT @MetodoMoreira: Que todos os nossos irmãos venezuelanos, argentinos, peruanos, bolivianos, colombianos se levantem contra o foro de São…
012086	RT @MetralletaPD: Feliz tarde! @teran58 #04Sep I📣 ¡⏩ #VenezuelaNaciónProductiva @AmadaVenezuela4  @ELChat035  @FranciscoSeg8  @ProfeGian  @…
016085	RT @Metropoles: Ao criticar ditadura de Nicolás Maduro, Bolsonaro cita episódio com venezuelanas em Brasília.  “Olhei umas menininhas, três…
016114	RT @Metropoles: Em abril de 2021, Bolsonaro fez uma live dentro da casa de venezuelanas. A residência fica na mesma comunidade citada na en…
005015	RT @Metropoles: MPT cobra medidas para evitar que venezuelanos virem escravos. Procuradores do Trabalho reuniram-se, no Palácio do Planalto…
005322	RT @Metropoles: Ministro pede ajuda à OMS para obrigar venezuelanos a serem vacinados. O pedido foi feito em razão do grande número de caso…
015221	RT @Metropoles: Na #CPIdaCovid, o ex-chanceler Ernesto Araújo afirmou que não ligou para o governo venezuelano para solicitar a doação de o…
017015	"RT @Metropoles: Na gravação, Bolsonaro diz que visitou casa de jovens venezuelanas em Brasília e ""pintou um clima"". Declaração foi dada em…"
017993	RT @Metropoles: Nicolás Maduro diz que ligou para Lula e o parabenizou pela vitória na segunda-feira (31).  Ditador venezuelano afirmou ter…
017452	RT @Metropoles: “A decisão do Alexandre de Moraes encerra esse assunto”, diz Bolsonaro sobre fala a respeito de venezuelanas.  Presidente t…
017135	RT @Metropoles: “Pintou um clima”: Mendonça nega investigar Bolsonaro por fala sobre venezuelanas.  Em sua decisão, o ministro do Supremo T…
015405	RT @Metropoles: ⚠️ URGENTE ⚠️  Na véspera da Copa América, cinco jogadores da Venezuela testam positivo para Covid-19.  Venezuelanos são ad…
019000	RT @Metropoles: ➡️ Venezuelano em situação de rua passa em vestibular da UFSC  Douglas Escalante vai cursar geografia aos 54 anos. Ele mant…
015406	RT @Metropoles: ➡️ Venezuelanos infectados somem de hotel e funcionários não são testados.  O Metrópoles recebeu denúncia anônima do hotel…
014324	RT @Metropoles: ➡️@jairbolsonaro expõe criança venezuelana e culpa esquerda pela fome  O presidente viajou à fronteira brasileira no mesmo…
016681	RT @Metropoles: ➡️Patrão exibe venezuelano a funcionários para impor votos em Bolsonaro  Em vídeo, empresário mineiro leva venezuelano em v…
017396	RT @Metropoles: 🚨 URGENTE! Moraes manda PT e redes tirarem do ar fala de Bolsonaro sobre venezuelanas.  Aguarde mais informações
012741	RT @MeuGaloBMG: O Galo anunciou hoje o seu novo técnico: Rafael Dudamel, ex-jogador e ex-técnico da seleção venezuelana.  Seja bem-vindo ao…
014012	RT @MeuTimao: É OFICIAL! OTERO É DO CORINTHIANS!  Meia venezuelano chega ao Timão por empréstimo de um ano.  Bem-vindo, El Scorpion!  #MeuT…
003009	RT @Meubanhomylife: MEU DEUS, os venezuelanos estão comendo lixo. e ''nós'' reclamando da comida em casa. JESUS,nos perdoa!
011453	RT @Mfutebolisticos: Durante a Copa América 2019, a bola entrou cinco vezes nas redes venezuelanas.  Todas as vezes o gol foi anulado.  Var…
006610	RT @MiSeab19: Os petistas apagaram a nota de apoio a ditadura venezuelana, mas na internet nem tudo se perde. #MarmitaDeCorruptoPreso https…
014517	"RT @Mi_apenas: A ""democracia"" venezuelana:  ""Numa série de publicações no Twitter, a ONG Instituto Imprensa e Sociedade Venezuelana e o Sin…"
007085	RT @MichelBarbosa__: Os Governadores do Nordeste não vão falar nada sobre o Óleo Venezuelano? 
003439	RT @MichelTemer: .@antonietamlopez @liliantintori @leopoldolopez Reafirmei que o Brasil está ao lado do povo venezuelano. Já enviamo… 
001906	RT @MichelTemer: @leopoldolopez O Brasil está ao lado do povo venezuelano. Há que respeitar o Estado de Direito, a democracia, os direitos…
015585	RT @MicheledeMello_: #URGENTE | Venezuela mostra provas que relacionam governo da Colômbia com oposição venezuelana e asasassinato de Joven…
018057	RT @MichelleBols0n: Alguém de Roraima tem informação sobre venezuelanos atacando na fronteira?
016522	RT @MichelleBols0n: Bolsonaro em conjunto com a Embaixadora Venezuelana Maria Tereza Belandria e Michelle Bolsonaro Gravam vídeo esclarecen…
003744	RT @MichelleKiyo: Lembrando que os Venezuelanos se calaram, deixaram o Maduro se crescer e agora estão morrendo nas manifestações. #acordaB…
010989	RT @MichellePardaul: @RenovaMidia Que Deus proteja o povo venezuelano 🙁
012433	RT @Mickey20Silva: Major venezuelano conta como fugiu do regime autoritário de Maduro (veja o vídeo) 
016914	"RT @MidiaNINJA: ""O comportamento dele, no caso da venezuelanas, é um comportamento de um pedófilo. Por isso, ele tentou consertar o mais rá…"
016356	RT @MidiaNINJA: As meninas venezuelanas associadas por Jair Bolsonaro (PL) à prostituição passaram a última semana sem sair de casa, evitan…
013866	RT @MidiaNINJA: Cacica Honta é venezuelana nascida em 1991, membra do movimento La Tribu na comunidade de La Pastora, Mecedores. Produtora…
018276	RT @MidiaNINJA: Mais um caso de xenofobia e racismo termina em morte no Brasil. O jovem venezuelano Marcelo Antonio González, de 21 anos, f…
008265	RT @MidiaNINJA: Trump, Macri e Bolsonaro nao estão nem um pouco preocupados com o povo venezuelano! Querem roubar uma das maiores reservas…
016830	RT @MidiaNINJA: Uma das venezuelanas visitadas por Bolsonaro rechaçou a fala do presidente sobre ter insinuado prostituição infantil. Vale…
015014	RT @Midia_bh: Quem concorda que deveríamos anexar o território venezuelano?   Nós salvamos eles da ditadura e eles pagam dps dividindo o pe…
008001	RT @MiladyGLanes: Óscar Pérez, Vive!  Ele vive em cada venezuelano que foi nas ruas lutar pelo seu país.  #BrasilYvenezuelaConGuaido
016508	RT @Milicianjaa: @thaispsic Os Venezuelanos tem mais consciência que os próprios brasileiros eleitores do PT.
008031	RT @Milla_Ofc17: Bora apoiar nossos irmãos venezuelanos?!  #GritemosConBrio  #FuerzaVenezuela  #JuanGuaidoPresidente 🇻🇪 …
017722	RT @Miltonneves: Coitados dos venezuelanos: a desgraça de Chavez, Maduro e de outros assassinos morais e da opressão obsessiva. Até quando?…
016692	RT @Miltonneves: Damares preocupadas com crianças sendo abusadas. Bolsonaro preocupado com venezuelanas fugidas do vermelhismo do nojento M…
002039	RT @Miltonneves: Eunício frouxo-bundão e Brasil venezuelano sitiado e humilhado por birrentas velhinhas irresponsáveis. Merecem uma coça co…
004511	RT @Miltonneves: Porra, Temer, não tem que só “resolver os problemas dos venezuelanos aqui em Roraíma”, mas sim formar no grupo para arranc…
016282	RT @Miltonneves: Venezuelano explica muito como se vive lá!
018411	RT @MimiChiavegato: Nada como ser um líder popular; andar no meio do povo; e poder discursar entre os cidadãos venezuelanos sem nada temer.…
013037	RT @MinCidadania: Operação Acolhida reforça cuidados na estratégia de interiorização de venezuelanos que já estão em abrigos no Brasil. Coo…
014723	RT @MinCidadania: Para intensificar o processo de acolhimento de refugiados no Brasil, em especial de venezuelanos que sofrem com o regime…
012451	RT @MinganaKeugosto: @Walnerbrother1 O brasileiro votou certo... O problema real são as urnas eletrônicas venezuelanas.
006617	RT @MinutoMT: Avião da FAB leva mais 200 venezuelanos para Cuiabá e Manaus  #manaus #ONU  
000426	RT @MinutoPalmeiras: Palmeiras tem acerto com Guerra e pode anunciar meia venezuelano ainda esta semana. 
009555	RT @MiraAcre: #VenezuelaAidLive  Já ocorreu uma morte e vários feridos(Venezuelanos)na fronteira do  isso está se tornando muito…
003279	RT @MirandaSa_: 'Deputados venezuelanos de oposição pedem asilo ao governo do Brasil' via @DiariodoPoder - 
007869	RT @MirandaSa_: A DITADURA MADURO FICA BLINDADA PARA FRAUDAR - Governo venezuelano rejeita OEA como observadora nas eleições …
003247	RT @MirandaSa_: Bravo povo venezuelano! Abaixo a ditadura!!! 
005199	"RT @MirandaSa_: CUIDADO! O PT e seus puxadinhos querem aproveitar a experiência... RT @apyus ""Três anos após desarmar os venezuelanos, Madu…"
003734	RT @MirandaSa_: Cerca de 400 índios venezuelanos, , acampam ao lado da rodoviária de Manaus, no Amazonas; a cidade decretou estado de emerg…
006370	RT @MirandaSa_: Derrota na urna é culpa da Lava Jato, MP, imprensa e venezuelanos, diz Jucá  via @UOLNoticias #UOLna…
009889	RT @MirandaSa_: Desesperados, venezuelanos caminham a 3.600 m de altitude rumo à Colômbia  via @UOLNoticias @UOL
006761	RT @MirandaSa_: Ditadura venezuelana chegou aos funerais. Os pobres recorrem a vaquinhas para tirar corpos de parentes de necrotérios públi…
004064	RT @MirandaSa_: Ditadura venezuelana soma 69 veículos de mídia fechados em 2017 e agressões a jornalistas 
003877	RT @MirandaSa_: Gleisi Hoffmann,presidente do PT manifesta apoio e solidariedade em nome do partido à ditadura venezuelana e em particular…
008646	RT @MirandaSa_: O chanceler Ernesto Araújo se reuniu com líderes da oposição venezuelana e com representantes do Grupo de Lima e do governo…
005828	RT @MirandaSa_: ONU: quase 2 milhões de pessoas fugiram da ditadura venezuelana que o PT e PCdoB apoiam =  
009028	"RT @MirandaSa_: OPINIÃO: RT  @leandroruschel ""É claro que a ONU não se envolverá no conflito venezuelano. A entidade serve para fomentar di…"
003131	RT @MirandaSa_: Tenho o maior respeito pelo corajoso patriotismo dos venezuelanos enfrentando a ditadura Maduro. 
000849	RT @MirandaSa_: Tática de guerra de guerrilha do MST orientado por venezuelanos e cubanos está bloqueando estradas em todo o país  com pequ…
003263	RT @MirandaSa_: Uma imagem para a História da Democracia! Pena que a mídia brasileira esconda o heroísmo da mulher venezuelana. Se… 
011811	RT @MirandaSa_: “THE END” - Sustentado por duas mistificações - a “democracia” venezuelana e a “inocência” do corrupto Lula da Silva, o For…
015981	RT @MiriamCunha19: Recado de um venezuelano ao povo brasileiro!!! #GruNaçãoAmadaSDV 
004605	RT @MiriamLeitaoCom: A crise venezuelana estourou na nossa  desta terça 
010697	RT @MiriamLeitaoCom: Vinte e cinco militares venezuelanos pedem asilo no Brasil | Míriam Leitão - O Globo 
004620	RT @MiriandeOPinto2: @EdGaarcia @Gen_VillasBoas @exercitooficial @SocMilitar A situação da Venezuela é muito complicada.  Um venezuelano aq…
017253	RT @Mit0B0022: Os venezuelanos se calaram! Os argentinos se calaram! Os chilenos se calaram...  Os brasileiros não se calarão! 🇧🇷
018756	RT @Mit0B22: Além de Marcos Valério, temos também o general  venezuelano chavista Hugo Armando Carvajal que revelou que os gov de Maduro e…
018357	RT @Mito202275: Um venezuelano que viveu sob a ditadura de Nicolás Maduro, que é AMIGO de Lula! Quer ser livre e não ter sua liberdade cerc…
018451	RT @MitoB38: Demorou muito para a Suprema Corte Venezuelana assumir funções do legislativo em seu país?   Aqui no Brasil ao que parece só f…
016825	RT @MitzRafael: @EdRaposo_ Pra quem não sabe, uma das mentiras é dizer que o presidente abusou das venezuelanas. O Janones foi assediar as…
013235	RT @Mleitaonetto: Depois de trabalhar com venezuelanos e rejeitar convite de Doria para as eleições municipais, empresário será embaixador…
001489	RT @MllerOlenka: Mitos? Esquecem q temos contato com a população venezuelana pelo Twitter? 
007080	RT @Mmoreirabarreto: @Z_LyhGomes @Longojoo Nao bastasse não ajudar na limpeza do petróleo venezuelano nas praias do Nordeste, os ecoterrori…
010166	RT @MoMiguel: O Brasil tá um paraíso, então vamos nos meter em conflito Venezuelano. No filme Mera Coincidência, o presidente americano pra…
018979	RT @MoacirCorrea11: Presta muita atenção na fala desse venezuelano e, vamos tirar nossas conclusões.
004300	RT @MoacyrDiasFilho: @GABRlELPlNHElRO Depoimento desesperado de um venezuelano que conseguiu cruzar a fronteira da Colombia, em busca de co…
009703	RT @MomentsBrasil: ⚡ Caminhão com ajuda humanitária está em território venezuelano, mas ainda não passou pela alfândega, segundo a 'Reuters…
009510	RT @MomentsBrasil: ⚡ General venezuelano diz que 90% das Forças Armadas estão contra Maduro: 
010485	RT @MomentsBrasil: ⚡ Guaidó diz que tem apoio de 'principais unidades militares' e pede que venezuelanos vão às ruas 'pelo fim da usurpação…
008915	RT @MomentsBrasil: ⚡ Manifestantes entram em confronto com a polícia na fronteira da Venezuela com a Colômbia; alguns oficiais venezuelanos…
010037	RT @MomentsBrasil: ⚡ Uma mulher morreu ao ser atingida por tiros de militares venezuelanos na região da fronteira com o Brasil, diz prefeit…
018677	RT @MondimIracema: Os venezuelanos não suportam o descondenado e vocês querem um traste deste para presidir o nosso país! @jairbolsonaro @B…
017745	RT @MonicaBahia22: PTralhas Burros, olhem aí esse vendedor de paçoca 👇👇👇 Venezuelano, engenheiro Cívil, ganhava R$ 130,00 por mês, passando…
016040	RT @MonicaMachado38: Venezuelanos foram as ruas no Brasil hoje 16/10/22, para alertar os brasileiros do perigo de eleger o candidato do PT.…
009033	RT @MonicaPonzi_: Oba!                                        Militares venezuelanos desertam na fronteira com a Colômbia - O Antagonista h…
006021	RT @Monique_Silva: Atlético-PR embarca para partida contra o Caracas, pela Sul-Americana, com doações para venezuelanos == …
000173	RT @MonseTalleyrand: Caças venezuelanos sobrevoam fronteira e colocam Brasil em alerta 
006742	RT @Moreno_Gts: Parte.2  Com o Venezuelano Dotado Socando muito, bem Fundo #Sextoo @Moreno_Gts 
011108	RT @MortadeladAvila: @JornalOGlobo Eu nunca vi esse Papa se pronunciar sobre os Venezuelanos que estão morrendo de fome. Me corrijam se eu…
016329	RT @MosqueteiroJB: Randolfe ignora decisão de Moraes e orienta lulistas a espalharem nas redes caso das venezuelanas 
011853	RT @MostardeiroStou: @erikakokay Assim como está acontecendo em Roraima né. Milhões de brasileiros fugindo para o paraíso venezuelano.
015941	RT @Motchel18: @matheusviggo Estão usando o povo venezuelano pra passar pano.  Vergonhoso a esquerda
014070	RT @MottaTarcisio: Bolsonaro na ONU: culpou a imprensa por espalhar pânico sobre a pandemia, os indígenas pelo fogo, os venezuelanos pelo ó…
008080	RT @MouraEscocard: Que Deus abençoe todos os nossos irmãos Venezuelanos. #23ECalleHastaQueSeVaya 
016082	RT @MouraMec: Venezuelano fazendo manifestação no Brasil sobre votação. 
006635	"RT @MouraoVice: ""Os temas abordados foram kit gay, aborto, células tronco embrionárias, refugiados venezuelanos em Roraima..."" …"
009816	RT @MovAvanteBrasil: A reportagem do 'Estado' registrou o momento em que manifestantes venezuelanos em território brasileiro entraram em co…
003071	RT @MovAvanteBrasil: Cadê a ONU pra ajudar o povo Venezuelano? Só se mete onde não deve né? Onde precisa não faz nada! #BrasilSemForo
008731	RT @MovAvanteBrasil: Confira o recado do ministro da Saúde @lhmandetta a caminho de Roraima para checar a situação dos venezuelanos no Bras…
003977	RT @MovAvanteBrasil: Diosdado Cabello, Venezuelano acusado de tráfico de drogas,lavagem de dinheiro, com Lula e Joesley no … 
002451	RT @MovAvanteBrasil: Nota do Itamaraty ao governo Venezuelano 
011794	"RT @MovAvanteBrasil: O governo brasileiro decidiu impedir a entrada de ""altos funcionários do regime venezuelano"" no Brasil.  A decisão con…"
004553	RT @MovAvanteBrasil: Temer vai para Roraima tratar da imigração venezuelana  
002435	RT @MovAvanteBrasil: Vão também denunciar à comunidade internacional a violação dos direitos políticos dos Venezuelanos… 
008123	RT @MovBrasil200: O Chanceler Ernesto Araujo se reúne hoje com os principais líderes da oposição Venezuelana, entre eles o ex-deputado Antô…
007190	RT @Movimentodirei3: SALDO DO CRIME VENEZUELANO: 900 toneladas de resíduo de óleo recolhidas das praias do nordeste -  um mês e meio e nenh…
007062	RT @Movimentodirei3: Tacaram fogo na Amazônia, despejaram criminosamente petróleo crú de origem venezuelana nas praias do nordeste, estamos…
014894	RT @MozartLisboa: O povo venezuelano confiou na democracia, nas instituições. Depois que a vaca foi pro brejo, que as Forças Armadas estava…
004189	RT @Mr_Jinks1: Judiciário venezuelano verde/ amarelo/ vermelho ! 
017749	"RT @MrciodaCosta11: Pra você que votou no descondenado e vive fazendo ""L"" Quero apresentar um dos cardápios que nossos vizinhos venezuelano…"
016318	RT @MrochaNysoft: Darien.. venezuelanos fugindo da miséria, da fome, das condições sub-humanas do seu próprio país promovidas por Nicolás M…
016469	RT @Mrsputinhoo: Sabe aquele tipo de surpresa boa? Foi o caso desse Venezuelano, e p minha surpresa qnd chegou, era mt melhor pessoalmente,…
005887	RT @MudaBra04553686: @Estadao @EstadaoInter Minha solidariedade ao povo Venezuelano! Onde estão os defensores dos direitos humanos ligados…
016184	RT @MulherTamarindo: Eles pegaram um embaixador falso Gravaram um vídeo Pra falar q respeitam os venezuelanos Com um embaixador falso Quand…
002421	RT @MuriloSalviano: Em resposta à @GloboNews , ex-procuradora venezuelana confirma relação entre corrupção da Odebrecht e governo Maduro ht…
017575	RT @MurinhoVlog22: O venezuelano e o argentino conseguem fugir para o Brasil, mas o brasileiro vai fugir pra onde? Mande pro seu amigo abes…
015764	RT @Mylalovexx: Quer me conhecer? Moro no Manaus mais sou venezuelana.. trabalhando muito para morar no Gramado (meu sonho 🤭) solteira e fe…
003549	RT @Myocz: @EstadaoPolitica Cria vergonha nessa sua cara @NicolasMaduro vc está assassinando os venezuelanos.
013736	RT @NAS_RUAS: Protestos de Venezuelanos  para denunciar a ocupação ilegal dos espaços da Embaixada e Consulados da Venezuela no Brasil e pe…
002355	RT @NAVARRO_LIVRE: Brasil repudia volta à prisão de líderes opositores venezuelanos 
000354	RT @NOVELAMEXSBT: Caso eu coloque novelas para disponibilizar qual dessas VENEZUELANAS(RCTV) vocês querem?
017706	RT @NUNESJOTA_: Argentinos e venezuelanos que sofrem na pele com o socialismo mandam recado a brasileiros, direto de Buenos Aires🇦🇷  #Socia…
001044	RT @NVTGolpedoPT: Essa defensora da ditadura que tá matando o Venezuelano de fome quer concorrer à prefeitura de Porto Alegre. …
003229	RT @N_Carvalheira: 'Deputados venezuelanos pedem asilo ao Brasil'   DiariodoPoder - 
014884	RT @N_Carvalheira: - Marinha apreende barco venezuelano pescando ilegalmente em águas brasileiras  
019271	RT @N_Carvalheira: - Nos últimos meses, chegam por dia ao Brasil, a pé, cerca de 600 venezuelanos, a grande maioria mulheres e crianças pes…
003850	RT @N_Carvalheira: A Venezuela expulsou o embaixador brasileiro.  O Brasil deveria ter expulsado diplomatas venezuelanos muito antes.  Nico…
011216	RT @N_Carvalheira: A crise venezuelana não deixa dúvidas: votar em Bolsonaro foi dever cívico    …
009921	RT @N_Carvalheira: Acredite: PT, PSB, MST, CUT e afins lançaram hoje um “manifesto em solidariedade ao governo venezuelano”. / Cláudio Dant…
018568	RT @N_Carvalheira: CORRUPTO E CRIMINOSA NA FOTO  Venezuelana dos crimes contra humanidade encontra senador acusado de corrupção.  * Diário…
005469	RT @N_Carvalheira: Diário do Poder  ▪ INVASÃO VENEZUELANA  ▪ Governadora de Roraima determina controle da fronteira com a Venezuela.  ▪ Omi…
009551	RT @N_Carvalheira: EUA alertam: mísseis portáteis venezuelanos podem atingir o Brasil e voos comerciais  
009314	RT @N_Carvalheira: Em meio a crise, parlamento venezuelano indica junta para controlar indústria petrolífera   https…
003077	RT @N_Carvalheira: Enquanto o mundo se manifesta contra ditadura Venezuelana, PT emite nota de apoio ao ditador Maduro  …
013017	RT @N_Carvalheira: Essa do Maduro deixa caçadores de recompensa com água na boca.  O povo venezuelano, que em maioria odeia o tirano, deve…
013237	RT @N_Carvalheira: Estados Unidos e a União Europeia costuram acordo para anistiar Nicolás Maduro.   A denúncia contra o venezuelano por tr…
004025	RT @N_Carvalheira: Jornalistas que cobrem diplomacia agradeceram o Itamaraty por livrá-los do venezuelano Maldonado.   Trata-se de um chato…
008999	RT @N_Carvalheira: Maduro decide matar de fome o povo venezuelano e ONU silencia  
001958	RT @N_Carvalheira: Mais de 50 mil venezuelanos pediram asilo no primeiro semestre   
004883	RT @N_Carvalheira: Milhares de venezuelanos podem morrer por falta de material para diálise   
000282	RT @N_Carvalheira: OUTRA UTILIDADE?  Três jornais venezuelanos deixam de circular por falta de papel   
004727	RT @N_Carvalheira: Os presentes de luxo no ‘petrolão’ venezuelano  Em meio à crise na Venezuela, a partir de 2011, e da queda dos preços do…
006602	RT @N_Carvalheira: PT tira do ar links com manifestações de apoio a ditadura venezuelana /  Conexão Política
003845	RT @N_Carvalheira: Por que não doam o sítio de Atibaia, sem dono, improdutivo, para venezuelanos que buscam abrigo no Brasil?
006881	RT @N_Carvalheira: Um quinto das empresas estatais venezuelanas está inoperante.   
007171	RT @N_Carvalheira: É guerra!   Cubanos e venezuelanos são identificados em ação contra metrô de Santiago  
006196	RT @N_Carvalheira: ★ TSE petista   ★ STJ petista   ★ STF petista   ★ Data Folha petista  ★ ONGs petistas   ★ Urnas venezuelanas garantidas…
006870	RT @N_Carvalheira: ✔ FOME, DESESPERO, COMUNISMO   80% dos venezuelanos sofrem com escassez de alimentos.   (Renova Mídia)
007844	RT @N_Carvalheira: ❗Ditador falante silenciou  ❗A omissão de Maduro na tragédia ambiental, apesar de provada a origem venezuelana do óleo,…
005630	RT @N_Carvalheira: ❗Em barraca ou abrigo, rotina de venezuelanos em Roraima é de abandono.  ❗Com os cinco abrigos de Boa Vista superlotados…
012106	RT @N_Carvalheira: ❗Japão faz doação para ajuda a refugiados venezuelanos no Brasil   O Japão fez a doação de US$ 42.926 para a aquisição d…
013802	RT @N_Carvalheira: ⭐Militares do ditador Maduro já executaram mais de 23 mil venezuelanos . 
007717	RT @N_Carvalheira: 🔴 Milhares de venezuelanos voltam às ruas contra Maduro    
006491	RT @NacoesUnidas: Na ONU @MichelTemer defendeu Pacto Global p/ Refugiados e disse que Brasil é muito procurado por venezuelanos que estão f…
006471	RT @NacoesUnidas: Na ONU, pres. @MichelTemer defendeu Pacto Global p/ Refugiados e disse que Brasil é muito procurado por venezuelanos que…
005313	RT @NacoesUnidas: Número de venezuelanos que buscam asilo aumentou 2.000% desde 2014. Agência da ONU para Refugiados laçou plano de respost…
011755	RT @NacoesUnidas: Veja os números da migração venezuelana na América do Sul. 
011959	RT @NadiaRicardo1: Se a União Européia não tem a dignidade de ajudar o povo venezuelano que está sobe uma ditadura morrendo de fome pois di…
014810	RT @Naifcriativoo: @viniciussexto @RogrioN92450810 Este é Venezuelano, veja o que ele fala do Chave, do Maduro. 
016111	RT @Nailahnv: Venezuelana refuta fala de Bolsonaro e diz que dia era de ação social. Ou seja, além dessa história mostrar como Bolsonaro é…
007371	RT @Nakamoto_II: ATENÇÃO #FFAA ! Se algum General Bolivariano ligado ao Cartel Venezuelano estiver dando cobertura para os abusos do STF e…
004965	RT @NaldoValenca: Como não conseguiu cooptar uns capangas de toga no Judiciário Venezuelana, EUA intenta usufruir do velho modus operandi.…
002918	RT @NaldoValenca: O intrigante é que os mesmos que atacam Maduro por tal ditadura venezuelana flertam com um Golpe Militar em seu pró… 
004370	RT @Nanda_Olive: @GABRlELPlNHElRO Um grande herói e exemplo para outros venezuelanos e para nós,  brasileiros! Que Maduro e seu regime dita…
010067	RT @Nanda_Olive: @SoniaUzeyka @NicolasMaduro @NicolasMaduro   Assassino, genocida!!! Está matando o povo venezuelano!!! Quem lhes apóia est…
