RT rt
@CopaAmerica twitterhandle
: :
flag_argentina_e flag_argentina_e
4 4
argentinos argentino
flag_uruguay_e flag_uruguay_e
2 2
uruguaios uruguaio
flag_brazil_e flag_brazil_e
1 1
brasileiro brasileiro
flag_colombia_e flag_colombia_e
1 1
colombiano colombiano
flag_venezuela_e flag_venezuela_e
1 1
venezuelano venezuelano
flag_portugal_e flag_portugal_e
1 1
português português
soccer_ball_e soccer_ball_e
Os o
10 10
técnicos técnico
da de_o
CONM conm
… …
