RT rt_PROPN_Masc_Sing
@psl_mg twitterhandle_PROPN_Sing
: :
Centenas centena_NOUN_Fem_Plur
de de_ADP
venezuelanos venezuelano_NOUN_Masc_Plur
na em_o_ADP_DET_Fem_Sing
fronteira fronteira_NOUN_Fem_Sing
com com_ADP
a o_DET_Fem_Sing
Colombia colombia_PROPN_Fem_Sing
, ,
fugindo fugir_VERB_Part
em em_ADP
busca busca_NOUN_Fem_Sing
de de_ADP
comida comida_NOUN_Fem_Sing
, ,
remédio remédio_NOUN_Masc_Sing
, ,
trabalho trabalho_NOUN_Masc_Sing
. .
Mais mais_ADV
de de_ADP
2 2_NUM
milhões milhão_NOUN_Masc_Plur
fugiram fugir_VERB_Fin_Plur
… …
