RT rt_PROPN_Masc_Sing
@Francischini_ twitterhandle_VERB_Fin_Sing
: :
O o_DET_Masc_Sing
povo povo_NOUN_Masc_Sing
Venezuelano venezuelano_PROPN_Masc_Sing
morrendo morrer_VERB_Part
nas em_o_ADP_DET_Fem_Plur
mãos mão_NOUN_Fem_Plur
sujas sujo_ADJ_Fem_Plur
do de_o_ADP_DET_Masc_Sing
DITADOR ditador_NOUN_Masc_Sing
MADURO maduro_PROPN_Masc_Sing
. .
Seja ser_AUX_Fin_Sing
de de_ADP
fome fome_NOUN_Fem_Sing
ou ou_CCONJ
executados executar_VERB_Part_Masc_Plur
no em_o_ADP_DET_Masc_Sing
meio meio_NOUN_Masc_Sing
da de_o_ADP_DET_Fem_Sing
rua rua_NOUN_Fem_Sing
! !
Nossa nosso_DET_Fem_Sing
fronteira fronteira_NOUN_Fem_Sing
… …
