RT rt_PROPN_Masc_Sing
@correio twitterhandle_VERB_Fin_Sing
: :
O o_DET_Masc_Sing
presidente presidente_NOUN_Masc_Sing
Bolsonaro bolsonaro_PROPN_Masc_Sing
falou falar_VERB_Fin_Sing
, ,
na em_o_ADP_DET_Fem_Sing
sexta sexta_NOUN_Fem_Sing
( (
14 14_NUM
/ /
10 10_NUM
) )
, ,
que que_SCONJ
 "  "
pintou pintar_VERB_Fin_Sing
um um_DET_Masc_Sing
clima clima_NOUN_Masc_Sing
 "  "
com com_ADP
adolescentes adolescente_NOUN_Fem_Plur
venezuelanas venezuelano_ADJ_Fem_Plur
em em_ADP
visita visita_NOUN_Fem_Sing
a a_ADP
São são_PROPN_Masc_Sing
Sebastião sebastião_PROPN_Sing
, ,
… …
