RT rt_PROPN_Masc_Sing
@correio twitterhandle_VERB_Fin_Sing
: :
Após após_ADP
repercussão repercussão_NOUN_Fem_Sing
de de_ADP
fala fala_NOUN_Fem_Sing
sobre sobre_ADP
imigrantes imigrante_NOUN_Fem_Plur
venezuelanas venezuelano_ADJ_Fem_Plur
, ,
o o_DET_Masc_Sing
presidente presidente_NOUN_Masc_Sing
Jair jair_PROPN_Masc_Sing
Bolsonaro bolsonaro_PROPN_Sing
( (
PL pl_PROPN_Masc_Sing
) )
gravou gravar_VERB_Fin_Sing
um um_DET_Masc_Sing
pedido pedido_NOUN_Masc_Sing
de de_ADP
desculpas desculpa_NOUN_Fem_Plur
sobre sobre_ADP
o o_DET_Masc_Sing
… …
