RT rt_PROPN_Masc_Sing
@fn7k twitterhandle_PROPN_Sing
: :
Gleisi gleisi_VERB_Fin_Sing
em em_ADP
Caracas caracas_PROPN_Fem_Sing
: :
apoio apoio_NOUN_Masc_Sing
ou ou_CCONJ
medo medo_NOUN_Masc_Sing
? ?
Gleisi gleisi_PROPN_Masc_Sing
e e_CCONJ
o o_DET_Masc_Sing
PT pt_PROPN_Masc_Sing
ignoraram ignorar_VERB_Fin_Plur
o o_DET_Masc_Sing
sofrimento sofrimento_NOUN_Masc_Sing
, ,
a o_DET_Fem_Sing
fome fome_NOUN_Fem_Sing
e e_CCONJ
a o_DET_Fem_Sing
morte morte_NOUN_Fem_Sing
de de_ADP
Milhões milhão_NOUN_Masc_Plur
de de_ADP
Venezuelanos venezuelano_NOUN_Masc_Plur
por por_ADP
obra obra_NOUN_Fem_Sing
do de_o_ADP_PRON_Masc_Sing
e e_CCONJ
… …
