RT rt_PROPN_Masc_Sing
@en_direita_r twitterhandle_PROPN_Sing
: :
Acabou acabar_VERB_Fin_Sing
a o_DET_Fem_Sing
segurança segurança_NOUN_Fem_Sing
. .
T$E t$e
entregou entregar_VERB_Fin_Sing
chaves chave_NOUN_Fem_Plur
das de_o_ADP_DET_Fem_Plur
Urnas urna_NOUN_Fem_Plur
Eletrônicas eletrônico_ADJ_Fem_Plur
Brasileiras brasileira_NOUN_Fem_Plur
a a_ADP
estrangeiros estrangeiro_NOUN_Masc_Plur
( (
inclusive inclusive_ADV
um um_DET_Masc_Sing
Venezuelano venezuelano_PROPN_Masc_Sing
) )
. .
Denú denú_PROPN_Masc_Sing
… …
