RT rt_PROPN_Masc_Sing
@Conservadora191 twitterhandle_PROPN_Sing
: :
Recorde recorde_NOUN_Masc_Sing
de de_ADP
pobreza pobreza_NOUN_Fem_Sing
: :
o o_DET_Masc_Sing
salário salário_NOUN_Masc_Sing
mínimo pequeno_ADJ_Masc_Sing
na em_o_ADP_DET_Fem_Sing
Venezuela venezuela_PROPN_Fem_Sing
é ser_AUX_Fin_Sing
de de_ADP
um um_DET_Masc_Sing
dólar dólar_NOUN_Masc_Sing
por por_ADP
mês mês_NOUN_Masc_Sing
Os o_DET_Masc_Plur
venezuelanos venezuelano_NOUN_Masc_Plur
precisam precisar_VERB_Fin_Plur
de de_ADP
230 230_NUM
salários salário_NOUN_Masc_Plur
mínim mínim_VERB_Fin_Plur
… …
