RT rt_PROPN_Masc_Sing
@MarcosQuezado1 twitterhandle_PROPN_Sing
: :
NÃO não_ADV
LEMBRO lembro_PROPN_Masc_Sing
-ME -me
DE de_ADP
TER ter_PROPN_Masc_Sing
VOTADO votado_PROPN_Sing
, ,
EM em_ADP
ALGUM algum_PROPN_Masc_Sing
MINISTRO ministro_PROPN_Sing
DO de_o_ADP_DET_Masc_Sing
STF stf_PROPN_Masc_Sing
. .
O o_DET_Masc_Sing
GOLPE golpe_NOUN_Masc_Sing
: :
Barroso barroso_NOUN_Masc_Sing
suspende suspender_VERB_Fin_Sing
expulsão expulsão_NOUN_Fem_Sing
de de_ADP
diplomatas diplomata_NOUN_Masc_Plur
venezuelanos venezuelano_ADJ_Masc_Plur
po po_NOUN_Masc_Sing
… …
