RT rt_PROPN_Masc_Sing
@novaeramidia twitterhandle_VERB_Fin_Sing
: :
flag_venezuela_e flag_venezuela_e
- -
No em_o_ADP_DET_Masc_Sing
Dia dia_NOUN_Masc_Sing
Mundial mundial_ADJ_Masc_Sing
do de_o_ADP_DET_Masc_Sing
Refugiado refugiado_NOUN_Masc_Sing
, ,
a o_DET_Fem_Sing
oposição oposição_NOUN_Fem_Sing
venezuelana venezuelano_ADJ_Fem_Sing
pediu pedir_VERB_Fin_Sing
ajuda ajuda_NOUN_Fem_Sing
e e_CCONJ
proteção proteção_NOUN_Fem_Sing
para para_ADP
os o_DET_Masc_Plur
5 5_NUM
milhões milhão_NOUN_Masc_Plur
de de_ADP
imigrantes imigrante_NOUN_Masc_Plur
que que_PRON_Rel_Masc_Plur
fugir fugir_VERB_Inf
… …
