RT rt_PROPN_Masc_Sing
@AntonyJojohn twitterhandle_PROPN_Sing
: :
O o_DET_Masc_Sing
seu seu_DET_Masc_Sing
Jair jair_PROPN_Masc_Sing
chamou chamar_VERB_Fin_Sing
de de_ADP
garotas garota_NOUN_Fem_Plur
de de_ADP
programa programa_NOUN_Masc_Sing
as o_DET_Fem_Plur
venezuelanas venezuelano_ADJ_Fem_Plur
de de_ADP
14 14_NUM
, ,
15 15_NUM
anos ano_NOUN_Masc_Plur
com com_ADP
as o_DET_Fem_Plur
quais qual_PRON_Rel_Fem_Plur
pintou pintar_VERB_Fin_Sing
um um_DET_Masc_Sing
clima clima_NOUN_Masc_Sing
. .
Mais mais_ADV
um um_DET_Masc_Sing
dia dia_NOUN_Masc_Sing
normal normal_ADJ_Masc_Sing
… …
