RT rt_PROPN_Masc_Sing
@stanleyburburin twitterhandle_PROPN_Sing
: :
hahahahahaha hahahahahaha_VERB_Fin_Sing
Ué ué_PROPN_Masc_Sing
, ,
mas mas_CCONJ
como como_ADV
ele ele_PRON_Masc_Sing
pode poder_AUX_Fin_Sing
ser ser_AUX_Inf
ditador ditador_NOUN_Masc_Sing
se se_SCONJ
foi ser_AUX_Fin_Sing
eleito eleger_VERB_Part_Masc_Sing
e e_CCONJ
reeleito reeleger_VERB_Part_Masc_Sing
pelo por_o_ADP_DET_Masc_Sing
povo povo_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
? ?
Ele ele_PRON_Masc_Sing
tomou tomar_VERB_Fin_Sing
posse posse_NOUN_Fem_Sing
há há_ADP
13 13_NUM
… …
