RT rt_PROPN_Masc_Sing
@GzBRIGA twitterhandle_VERB_Fin_Sing
: :
Direita direita_NOUN_Fem_Sing
venezuelana venezuelano_ADJ_Fem_Sing
chama chamar_VERB_Fin_Sing
a a_ADP
golpe golpe_NOUN_Masc_Sing
de de_ADP
estado estado_NOUN_Masc_Sing
contra contra_ADP
o o_DET_Masc_Sing
governo governo_NOUN_Masc_Sing
de de_ADP
Maduro maduro_PROPN_Masc_Sing
. .
Solidariedade solidariedade_NOUN_Fem_Sing
internacionalista internacionalista_ADJ_Fem_Sing
coa coar_VERB_Fin_Sing
revoluçom revoluçom_VERB_Fin_Plur
e e_CCONJ
o o_DET_Masc_Sing
povo povo_NOUN_Masc_Sing
… …
