RT rt_PROPN_Masc_Sing
@jpcuenca twitterhandle_VERB_Fin_Sing
: :
 "  "
Pintou pintar_VERB_Fin_Sing
um um_DET_Masc_Sing
clima clima_NOUN_Masc_Sing
 "  "
com com_ADP
meninas menino_NOUN_Fem_Plur
venezuelanas venezuelano_ADJ_Fem_Plur
de de_ADP
14 14_NUM
e e_CCONJ
15 15_NUM
anos ano_NOUN_Masc_Plur
. .
E e_CCONJ
pensar pensar_VERB_Inf
que que_SCONJ
esse esse_DET_Masc_Sing
verme verme_NOUN_Masc_Sing
aí aí_ADV
vai ir_AUX_Fin_Sing
ser ser_AUX_Inf
presidente presidente_NOUN_Masc_Sing
do de_o_ADP_DET_Masc_Sing
país país_NOUN_Masc_Sing
até até_ADP
o o_DET_Masc_Sing
final final_NOUN_Masc_Sing
… …
