Venezuela venezuela_PROPN_Fem_Sing
prende prender_VERB_Fin_Sing
chefe chefe_NOUN_Masc_Sing
de de_ADP
gabinete gabinete_NOUN_Masc_Sing
de de_ADP
Guaidó guaidó_PROPN_Masc_Sing
: :
A o_DET_Fem_Sing
agência agência_NOUN_Fem_Sing
de de_ADP
inteligência inteligência_NOUN_Fem_Sing
venezuelana venezuelano_ADJ_Fem_Sing
deteve deter_VERB_Fin_Sing
na em_o_ADP_DET_Fem_Sing
quinta-feira quinta-feira
o o_DET_Masc_Sing
chefe chefe_NOUN_Masc_Sing
… …
