RT rt_PROPN_Masc_Sing
@slpng_giants_pt twitterhandle_PROPN_Sing
: :
loudspeaker_e loudspeaker_e
Vídeo vídeo_PROPN_Sing
em em_ADP
que que_PRON_Rel_Masc_Sing
Bolsonaro bolsonaro_PROPN_Masc_Sing
fala falar_VERB_Fin_Sing
 "  "
pintou pintar_VERB_Fin_Sing
um um_DET_Masc_Sing
clima clima_NOUN_Masc_Sing
 "  "
para para_ADP
adolescentes adolescente_NOUN_Fem_Plur
venezuelanas venezuelano_ADJ_Fem_Plur
é ser_AUX_Fin_Sing
removido remover_VERB_Part_Masc_Sing
do de_o_ADP_DET_Masc_Sing
@YouTubeBrasil twitterhandle_NOUN_Masc_Sing
Além além_ADV
dess dess_ADJ_Masc_Sing
… …
