RT rt_PROPN_Masc_Sing
@dimacgarcia twitterhandle_VERB_Fin_Sing
: :
 "  "
Barroso barroso_NOUN_Masc_Sing
suspendeu suspender_VERB_Fin_Sing
neste em_este_ADP_DET_Masc_Sing
sábado sábado_NOUN_Masc_Sing
( (
02 @card@
/ /
05 @card@
) )
a o_DET_Fem_Sing
expulsão expulsão_NOUN_Fem_Sing
de de_ADP
34 34_NUM
diplomatas diplomata_NOUN_Masc_Plur
venezuelanos venezuelano_ADJ_Masc_Plur
do de_o_ADP_DET_Masc_Sing
Brasil brasil_PROPN_Masc_Sing
. .
Ele ele_PRON_Masc_Sing
determinou determinar_VERB_Fin_Sing
um um_DET_Masc_Sing
prazo prazo_NOUN_Masc_Sing
de de_ADP
10 10_NUM
… …
