RT rt_PROPN_Masc_Sing
@N_Carvalheira twitterhandle_VERB_Fin_Sing
: :
- -
Nos em_o_ADP_DET_Masc_Plur
últimos último_ADJ_Masc_Plur
meses mês_NOUN_Masc_Plur
, ,
chegam chegar_VERB_Fin_Plur
por por_ADP
dia dia_NOUN_Masc_Sing
ao a_o_ADP_DET_Masc_Sing
Brasil brasil_PROPN_Masc_Sing
, ,
a a_ADP
pé pé_NOUN_Masc_Sing
, ,
cerca cerca_ADV
de de_ADP
600 600_NUM
venezuelanos venezuelano_NOUN_Masc_Plur
, ,
a o_DET_Fem_Sing
grande grande_ADJ_Fem_Sing
maioria maioria_NOUN_Fem_Sing
mulheres mulher_NOUN_Fem_Plur
e e_CCONJ
crianças criança_NOUN_Fem_Plur
pes pes_ADJ_Fem_Plur
… …
