RT rt_PROPN_Masc_Sing
@Douglasalguod1 twitterhandle_PROPN_Sing
: :
@andreawerner_ twitterhandle_VERB_Fin_Sing
@chicobarney twitterhandle_NOUN_Masc_Sing
Alimento alimento_NOUN_Masc_Sing
do de_o_ADP_DET_Masc_Sing
povo povo_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
: :
lixo lixo_NOUN_Masc_Sing
, ,
rato rato_ADJ_Masc_Sing
, ,
cachorro cachorro_NOUN_Masc_Sing
. .
. .
. .
Alimento alimento_NOUN_Masc_Sing
do de_o_ADP_DET_Masc_Sing
 "  "
presidente presidente_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
d d_NOUN_Masc_Sing
… …
