RT rt
@RoderickNavarro twitterhandle
: :
O o
Hugo hugo
Carvajal carvajal
, ,
ex ex
chefe chefe
da de_o
inteligência inteligência
chavista chavista
, ,
confiesa confiesa
à a_o
justiça justiça
: :
" "
o o
governo governo
venezuelano venezuelano
financiou financiar
ao a_o
@Lula twitterhandle
no em_o
B b
… …
