RT rt_PROPN_Masc_Sing
@AdrianoFiguer twitterhandle_VERB_Fin_Sing
: :
@jairbolsonaro twitterhandle_NOUN_Masc_Sing
HASHTAG hashtag_PROPN_Masc_Sing
#venezuelagritalibertad_h #venezuelagritalibertad_h
Brasil brasil_PROPN_Sing
apoia apoiar_VERB_Fin_Sing
povo povo_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
contra contra_ADP
o o_DET_Masc_Sing
ditador ditador_NOUN_Masc_Sing
Maduro maduro_PROPN_Masc_Sing
! !
smiling_face_with_sunglasses_e smiling_face_with_sunglasses_e
backhand_index_pointing_right_e backhand_index_pointing_right_e
flag_brazil_e flag_brazil_e
flag_united_states_e flag_united_states_e
flag_israel_e flag_israel_e
flag_venezuela_e flag_venezuela_e
