RT rt_PROPN_Masc_Sing
@taliriapetrone twitterhandle_VERB_Fin_Sing
: :
Líder líder_NOUN_Masc_Sing
da de_o_ADP_DET_Fem_Sing
invasão invasão_NOUN_Fem_Sing
da de_o_ADP_DET_Fem_Sing
Embaixada embaixada_NOUN_Fem_Sing
venezuelana venezuelano_ADJ_Fem_Sing
se se_PRON
reuniu reunir_VERB_Fin_Sing
2 2_NUM
vezes vezes_NOUN_Masc_Plur
com com_ADP
o o_DET_Masc_Sing
vice-presidente vice-presidente
, ,
General general_NOUN_Masc_Sing
Mourão mourão_PROPN_Masc_Sing
. .
O o_DET_Masc_Sing
Brasil brasil_PROPN_Masc_Sing
vai ir_AUX_Fin_Sing
se se_PRON
torn torn_NOUN_Masc_Sing
… …
