RT rt_PROPN_Masc_Sing
@yurivs twitterhandle_PROPN_Sing
: :
Pois pois_SCONJ
é ser_AUX_Fin_Sing
, ,
comentei comentar_VERB_Fin_Sing
isto isto_PRON_Masc_Sing
outro outro_DET_Masc_Sing
dia dia_NOUN_Masc_Sing
: :
a o_DET_Fem_Sing
própria próprio_DET_Fem_Sing
Smartmatic smartmatic_PROPN_Fem_Sing
assumiu assumir_VERB_Fin_Sing
que que_SCONJ
houve haver_VERB_Fin_Sing
fraude fraude_NOUN_Fem_Sing
nas em_o_ADP_DET_Fem_Plur
eleições eleição_NOUN_Fem_Plur
venezuelanas venezuelano_ADJ_Fem_Plur
. .
Logo logo_ADV
, ,
pouco pouco_ADV
importa importar_VERB_Fin_Sing
s s_NOUN_Masc_Sing
… …
