RT rt_PROPN_Masc_Sing
@Cara_atapa twitterhandle_VERB_Fin_Sing
: :
Como como_ADV
aconteceu acontecer_VERB_Fin_Sing
? ?
O o_PRON_Masc_Sing
que que_PRON_Rel_Masc_Sing
está estar_AUX_Fin_Sing
acontecendo acontecer_VERB_Ger
? ?
O o_DET_Masc_Sing
que que_NOUN_Masc_Sing
vc vc_PROPN_Masc_Sing
precisa precisar_VERB_Fin_Sing
saber saber_VERB_Inf
pra pra_ADP
evitar evitar_VERB_Inf
irmos ir_VERB_Fin_Plur
pro pro_NOUN_Masc_Sing
mesmo mesmo_ADJ_Masc_Sing
caminho caminho_NOUN_Masc_Sing
? ?
O o_DET_Masc_Sing
papo papo_NOUN_Masc_Sing
com com_ADP
2 2_NUM
venezuelano venezuelano_NOUN_Masc_Sing
… …
