RT rt_PROPN_Masc_Sing
@editorahumanas2 twitterhandle_PROPN_Sing
: :
Boa bom_ADJ_Fem_Sing
noite noite_NOUN_Fem_Sing
petista petista_ADJ_Fem_Sing
Saiba saber_VERB_Fin_Sing
que que_SCONJ
você você_PRON_Sing
tem ter_VERB_Fin_Sing
sangue sangue_NOUN_Masc_Sing
nas em_o_ADP_DET_Fem_Plur
mãos mão_NOUN_Fem_Plur
de de_ADP
cada cada_DET_Masc_Sing
venezuelano venezuelano_NOUN_Masc_Sing
que que_PRON_Rel_Masc_Sing
está estar_AUX_Fin_Sing
morrendo morrer_VERB_Part
no em_o_ADP_DET_Masc_Sing
regime regime_NOUN_Masc_Sing
socialista socialista_ADJ_Masc_Sing
que que_PRON_Rel_Masc_Sing
vo vo_VERB_Fin_Sing
… …
