RT rt_PROPN_Masc_Sing
@BoicaIslene twitterhandle_VERB_Fin_Sing
: :
Victor victor_PROPN_Masc_Sing
Lucchesi lucchesi_PROPN_Masc_Sing
, ,
expõe expor_VERB_Fin_Sing
os o_DET_Masc_Plur
crimes crime_NOUN_Masc_Plur
da de_o_ADP_DET_Fem_Sing
ditadura ditadura_NOUN_Fem_Sing
Venezuelana venezuelana_PROPN_Fem_Sing
para para_ADP
plateia plateia_NOUN_Fem_Sing
esquerdista esquerdista_ADJ_Fem_Sing
em em_ADP
palestra palestra_NOUN_Fem_Sing
da de_o_ADP_DET_Fem_Sing
UNE une_PROPN_Fem_Sing
com com_ADP
embaixador embaixador_NOUN_Masc_Sing
da de_o_ADP_DET_Fem_Sing
Ven ven_PROPN_Fem_Sing
… …
