RT rt_PROPN_Masc_Sing
@luis13vieira twitterhandle_VERB_Fin_Sing
: :
Pois pois_SCONJ
é ser_AUX_Fin_Sing
meu meu_DET_Masc_Sing
amigo amigo_NOUN_Masc_Sing
! !
Parece parecer_AUX_Fin_Sing
q q_NOUN_Masc_Sing
as o_DET_Fem_Plur
urnas urna_NOUN_Fem_Plur
da de_o_ADP_DET_Fem_Sing
empresa empresa_NOUN_Fem_Sing
 "  "
Venezuelana venezuelana_NOUN_Fem_Sing
 "  "
q q_NOUN_Masc_Sing
fraudam fraudam_VERB_Fin_Plur
eleições eleição_NOUN_Fem_Plur
, ,
resolveram resolver_VERB_Fin_Plur
fraudar fraudar_VERB_Inf
para para_ADP
o o_DET_Masc_Sing
PSDB psdb_PROPN_Masc_Sing
, ,
PMDB pmdb_PROPN_Masc_Sing
e e_CCONJ
… …
