RT rt_PROPN_Masc_Sing
@danielsilva38am twitterhandle_VERB_Fin_Plur
: :
@MLauraAssis twitterhandle_NOUN_Masc_Plur
Parece parecer_VERB_Fin_Sing
o o_DET_Masc_Sing
ditador ditador_NOUN_Masc_Sing
Nicolás nicolás_PROPN_Masc_Sing
Maduro maduro_PROPN_Sing
deixando deixar_VERB_Ger
o o_DET_Masc_Sing
povo povo_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
morrendo morrer_VERB_Part
de de_ADP
fome fome_NOUN_Fem_Sing
e e_CCONJ
ele ele_PRON_Masc_Sing
comendo comer_VERB_Ger
churrasco churrasco_NOUN_Masc_Sing
em em_ADP
r r_NOUN_Masc_Sing
… …
