RT rt_PROPN_Masc_Sing
@mmmarianos twitterhandle_ADJ_Masc_Plur
: :
Assim assim_ADV
é ser_AUX_Fin_Sing
o o_DET_Masc_Sing
PT pt_PROPN_Masc_Sing
. .
Assim assim_ADV
querem querer_VERB_Fin_Plur
fazer fazer_VERB_Inf
com com_ADP
o o_DET_Masc_Sing
flag_brazil_e flag_brazil_e
. .
Enquanto enquanto_ADV
o o_DET_Masc_Sing
Povo povo_NOUN_Masc_Sing
Venezuelano venezuelano_PROPN_Masc_Sing
está estar_AUX_Fin_Sing
procurando procurar_VERB_Ger
comida comida_NOUN_Fem_Sing
nos em_o_ADP_DET_Masc_Plur
LIXÕES lixo_NOUN_Masc_Plur
e e_CCONJ
a a_ADP
População população_PROPN_Masc_Sing
pass pass_PROPN_Sing
… …
