RT rt
@radioitatiaia twitterhandle
: :
soccer_ball_e soccer_ball_e
️HASHTAG ️hashtag
#atlético_h #atlético_h
: :
Técnico técnico
Rafael rafael
Dudamel dudamel
vai ir
divulgar divulgar
uma um
carta carta
aberta abrir
aos a_o
venezuelanos venezuelano
para para
comunicar comunicar
saída saída
da de_o
seleção seleção
. .
Depo depo
… …
