Opera operar_VERB_Fin_Sing
Mundi mundi_PROPN_Sing
- -
Nicolás nicolás_PROPN_Masc_Sing
Maduro maduro_PROPN_Sing
pede pedir_VERB_Fin_Sing
diálogo diálogo_NOUN_Masc_Sing
com com_ADP
líder líder_NOUN_Masc_Sing
da de_o_ADP_DET_Fem_Sing
oposição oposição_NOUN_Fem_Sing
ao a_o_ADP_DET_Masc_Sing
governo governo_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
via via_ADP
@operamundi twitterhandle_NOUN_Masc_Sing
