RT rt_PROPN_Masc_Sing
@bibonunes1 twitterhandle_PROPN_Sing
: :
Ministro ministro_NOUN_Masc_Sing
do de_o_ADP_DET_Masc_Sing
STF stf_PROPN_Masc_Sing
suspende suspender_VERB_Fin_Sing
expulsão expulsão_NOUN_Fem_Sing
de de_ADP
34 34_NUM
diplomatas diplomata_NOUN_Masc_Plur
venezuelanos venezuelano_ADJ_Masc_Plur
do de_o_ADP_DET_Masc_Sing
Brasil brasil_PROPN_Masc_Sing
. .
Estão estar_AUX_Fin_Plur
me eu_PRON_Sing
perguntando perguntar_VERB_Part
se se_PRON_Masc_Sing
quem quem_PRON_Rel_Masc_Sing
manda mandar_VERB_Fin_Sing
no em_o_ADP_DET_Masc_Sing
Brasil brasil_PROPN_Masc_Sing
é ser_AUX_Fin_Sing
o o_DET_Masc_Sing
… …
