RT rt_PROPN_Masc_Sing
@SaBolsonaro twitterhandle_VERB_Fin_Sing
: :
O o_DET_Masc_Sing
VERDADEIRO verdadeiro_PROPN_Masc_Sing
PULMÃO pulmão_PROPN_Sing
DO de_o_ADP_DET_Masc_Sing
MUNDO mundo_PROPN_Sing
FOI foi_PROPN_Sing
ATACADO atacado_PROPN_Sing
. .
 "  "
O o_DET_Masc_Sing
petróleo petróleo_NOUN_Masc_Sing
que que_PRON_Rel_Masc_Sing
atingiu atingir_VERB_Fin_Sing
as o_DET_Fem_Plur
praias praia_NOUN_Fem_Plur
do de_o_ADP_DET_Masc_Sing
nordeste nordeste_NOUN_Masc_Sing
foi ser_AUX_Fin_Sing
identificado identificar_VERB_Part_Masc_Sing
, ,
Venezuelano venezuelano_PROPN_Masc_Sing
. .
Ao a_o_ADP_DET_Masc_Sing
… …
