RT rt_PROPN_Masc_Sing
@DanielOpotiguar twitterhandle_VERB_Fin_Sing
: :
A o_DET_Fem_Sing
defesa defesa_NOUN_Fem_Sing
do de_o_ADP_DET_Masc_Sing
regime regime_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
e e_CCONJ
cubano cubano_ADJ_Masc_Sing
por por_ADP
parte parte_NOUN
da de_o_ADP_DET_Fem_Sing
esquerda esquerda_NOUN_Fem_Sing
brasileira brasileiro_ADJ_Fem_Sing
é ser_AUX_Fin_Sing
um um_DET_Masc_Sing
ranço ranço_NOUN_Masc_Sing
que que_PRON_Rel_Masc_Sing
, ,
além além_ADV
de de_ADP
não não_ADV
compactuar compactuar_VERB_Inf
com com_ADP
su su_NOUN_Masc_Sing
… …
