RT rt_PROPN_Masc_Sing
@erikakokay twitterhandle_PROPN_Sing
: :
URGENTE urgente_ADJ_Fem_Sing
STF stf_PROPN_Masc_Sing
suspende suspender_VERB_Fin_Sing
expulsão expulsão_NOUN_Fem_Sing
de de_ADP
diplomatas diplomata_NOUN_Masc_Plur
venezuelanos venezuelano_ADJ_Masc_Plur
do de_o_ADP_DET_Masc_Sing
Brasil brasil_PROPN_Masc_Sing
. .
Decisão decisão_NOUN_Fem_Sing
de de_ADP
Barroso barroso_PROPN_Sing
determinou determinar_VERB_Fin_Sing
prazo prazo_NOUN_Masc_Sing
de de_ADP
10 10_NUM
dias dia_NOUN_Masc_Plur
para para_ADP
q q_NOUN_Masc_Sing
… …
