RT rt_PROPN_Masc_Sing
@BlogdoNoblat twitterhandle_PROPN_Sing
: :
Faltou faltar_VERB_Fin_Sing
Bolsonaro bolsonaro_PROPN_Masc_Sing
contar contar_VERB_Inf
o o_PRON_Masc_Sing
que que_PRON_Rel_Masc_Sing
aconteceu acontecer_VERB_Fin_Sing
na em_o_ADP_DET_Fem_Sing
casa casa_NOUN_Fem_Sing
das de_o_ADP_DET_Fem_Plur
adolescentes adolescente_NOUN_Fem_Plur
venezuelanas venezuelano_ADJ_Fem_Plur
com com_ADP
as o_DET_Fem_Plur
quais qual_PRON_Rel_Fem_Plur
 "  "
pintou pintar_VERB_Fin_Sing
um um_DET_Masc_Sing
clima clima_NOUN_Masc_Sing
 "  "
. .
E e_CCONJ
, ,
depois depois_ADV
, ,
… …
