RT rt_PROPN_Masc_Sing
@Trom_Petista twitterhandle_VERB_Fin_Sing
: :
URGENTE urgente_ADJ_Fem_Sing
! !
Ministro ministro_NOUN_Masc_Sing
do de_o_ADP_DET_Masc_Sing
STF stf_PROPN_Masc_Sing
suspende suspender_VERB_Fin_Sing
expulsão expulsão_NOUN_Fem_Sing
de de_ADP
34 34_NUM
diplomatas diplomata_NOUN_Masc_Plur
venezuelanos venezuelano_ADJ_Masc_Plur
do de_o_ADP_DET_Masc_Sing
Brasil brasil_PROPN_Masc_Sing
- -
Política política_PROPN_Fem_Sing
- -
G1 g1_PROPN_Fem_Sing
. .
Barroso barroso_NOUN_Masc_Sing
atendeu atender_VERB_Fin_Sing
o o_DET_Masc_Sing
ped ped_NOUN_Masc_Sing
… …
