RT rt_PROPN_Masc_Sing
@rafaelbboa twitterhandle_VERB_Fin_Sing
: :
O o_DET_Masc_Sing
Governador governador_NOUN_Masc_Sing
da de_o_ADP_DET_Fem_Sing
Flórida flórida_PROPN_Fem_Sing
enviou enviar_VERB_Fin_Sing
50 50_NUM
Venezuelanos venezuelano_NOUN_Masc_Plur
que que_PRON_Rel_Masc_Plur
cruzaram cruzar_VERB_Fin_Plur
a o_DET_Fem_Sing
fronteira fronteira_NOUN_Fem_Sing
para para_ADP
o o_DET_Masc_Sing
paraíso paraíso_NOUN_Masc_Sing
de de_ADP
verão verão_NOUN_Masc_Sing
dos de_o_ADP_DET_Masc_Plur
democratas democrata_NOUN_Masc_Plur
( (
Martha martha_PROPN_Fem_Sing
' '
s s_NOUN_Masc_Sing
Vi ver_VERB_Fin_Sing
… …
