RT rt
@linpjs twitterhandle
: :
Esse esse
caso caso
do de_o
" "
senti sentir
um um
clima clima
" "
do de_o
bolsonaro bolsonaro
com com
meninas menino
venezuelanas venezuelano
é ser
idêntico idêntico
ao a_o
do de_o
mamãe mamãe
falei falar
com com
as o
mulheres mulher
ucranianas ucraniano
. .
O o
… …
