RT rt_PROPN_Masc_Sing
@chutandoaescada twitterhandle_VERB_Fin_Sing
: :
O o_DET_Masc_Sing
Brasil brasil_PROPN_Masc_Sing
rejeita rejeitar_VERB_Fin_Sing
a o_DET_Fem_Sing
possibilidade possibilidade_NOUN_Fem_Sing
de de_ADP
uma um_DET_Fem_Sing
mediação mediação_NOUN_Fem_Sing
por por_ADP
parte parte_NOUN_Fem_Sing
de de_ADP
México méxico_PROPN_Masc_Sing
e e_CCONJ
Uruguai uruguai_PROPN_Masc_Sing
na em_o_ADP_DET_Fem_Sing
crise crise_NOUN_Fem_Sing
venezuelana venezuelano_ADJ_Fem_Sing
. .
 "  "
Já já_ADV
passamos passar_VERB_Fin_Plur
dess dess_NOUN_Masc_Plur
… …
