RT rt_PROPN_Masc_Sing
@Francischini_ twitterhandle_VERB_Fin_Sing
: :
FRAUDE fraude_NOUN_Fem_Sing
ELEIÇÃO eleição_PROPN_Masc_Sing
VENEZUELANA venezuelana_PROPN_Sing
com com_ADP
mesmas mesmo_ADJ_Fem_Plur
URNAS urna_NOUN_Fem_Plur
ELETRÔNICAS eletrônico_ADJ_Fem_Plur
do de_o_ADP_DET_Masc_Sing
BRASIL brasil_PROPN_Masc_Sing
? ?
Ocorreram ocorrer_VERB_Fin_Plur
FRAUDES fraudes_PROPN_Masc_Sing
nas em_o_ADP_DET_Fem_Plur
ELEIÇÕES eleições_PROPN_Sing
LULA lula_PROPN_Sing
/ /
DILMA dilma_NOUN_Masc_Sing
? ?
Quere querer_VERB_Fin_Sing
… …
