RT rt
@Geraldofranca twitterhandle
: :
Não não
confie confiar
em em
Diretas diretas
já já
com com
Gilmar gilmar
Mendes mendes
no em_o
TSE tse
e e
as o
urnas urna
eletrônicas eletrônico
venezuelanas venezuelano
. .
HASHTAG hashtag
#diretasnao_h #diretasnao_h
HASHTAG hashtag
#diretasjanao_h #diretasjanao_h
… …
