RT rt_PROPN_Masc_Sing
@eduardouhlmann twitterhandle_PROPN_Sing
: :
Segundo segundo_ADP
grupo grupo_NOUN_Masc_Sing
de de_ADP
imigrantes imigrante_NOUN_Masc_Plur
venezuelanos venezuelano_ADJ_Masc_Plur
que que_PRON_Rel_Masc_Plur
receberão receber_VERB_Fin_Plur
abrigo abrigo_NOUN_Masc_Sing
no em_o_ADP_DET_Masc_Sing
RS rs_PROPN_Masc_Sing
chega chegar_VERB_Fin_Sing
ao a_o_ADP_DET_Masc_Sing
estado estado_NOUN_Masc_Sing
gaúcho gaúcho_ADJ_Masc_Sing
nesta em_este_ADP_DET_Fem_Sing
quarta-feira quarta-feira
. .
São são_PROPN_Masc_Sing
DUZE duze_VERB_Fin_Sing
… …
