RT rt
@ohenriqueandre twitterhandle
: :
rooster_e rooster_e
O o
venezuelano venezuelano
Jefferson jefferson
Savarino savarino
deve dever
ser ser
confirmado confirmar
como como
reforço reforço
do de_o
@Atletico twitterhandle
em em
breve breve
. .
Jogador jogador
é ser
aguardado aguardar
em em
BH bh
ai ai
… …
