RT rt_PROPN_Masc_Sing
@Andreoli38B twitterhandle_PROPN_Sing
: :
Está estar_AUX_Fin_Sing
começando começar_VERB_Ger
a o_DET_Fem_Sing
avalanche avalanche_NOUN_Fem_Sing
: :
BOMBA bomba_NOUN_Fem_Sing
: :
' '
Governo governo_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
financiou financiar_VERB_Fin_Sing
Lula lula_PROPN_Masc_Sing
' '
, ,
denuncia denunciar_VERB_Fin_Sing
ex-chefe ex-chefe
de de_ADP
inteligência inteligência_NOUN_Fem_Sing
militar militar_ADJ_Fem_Sing
chavis chavis_VERB_Fin_Plur
… …
