RT rt_PROPN_Masc_Sing
@analisdocspf twitterhandle_PROPN_Sing
: :
Semana semana_NOUN_Fem_Sing
passada passado_ADJ_Fem_Sing
Lula lula_PROPN_Masc_Sing
recebeu receber_VERB_Fin_Sing
Diosdado diosdado_ADJ_Masc_Sing
Cabello cabello_NOUN_Masc_Sing
chefão chefe_NOUN_Masc_Sing
do de_o_ADP_DET_Masc_Sing
tráfico tráfico_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
, ,
em em_ADP
visita visita_NOUN_Fem_Sing
não não_ADV
oficial oficial_ADJ_Fem_Sing
por por_ADP
duas dois_NUM
vezes vezes_NOUN_Masc_Plur
. .
via via_NOUN_Fem_Sing
@o_ twitterhandle_ADJ_Fem_Sing
… …
