RT rt
@Atletico twitterhandle
: :
flag_venezuela_e flag_venezuela_e
Gosta gosta
pouco pouco
de de
jogos jogo
decisivos decisivo
o o
Savarino savarino
? ?
high_voltage_e high_voltage_e
No em_o
@brasileirao twitterhandle
, ,
o o
venezuelano venezuelano
marcou marcar
gols gol
contra contra
Palmeiras palmeiras
, ,
Flamengo flamengo
e e
aind aind
… …
