RT rt_PROPN_Masc_Sing
@JoseMedeirosMT twitterhandle_PROPN_Sing
: :
Eu eu_PRON_Sing
já já_ADV
disse dizer_VERB_Fin_Sing
, ,
se se_SCONJ
provado provar_VERB_Part_Masc_Sing
que que_SCONJ
esse esse_DET_Masc_Sing
petróleo petróleo_NOUN_Masc_Sing
veio vir_VERB_Fin_Sing
de de_ADP
um um_DET_Masc_Sing
navio navio_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
vão ir_AUX_Fin_Plur
dizer dizer_VERB_Inf
que que_SCONJ
o o_DET_Masc_Sing
óleo óleo_NOUN_Masc_Sing
é ser_AUX_Fin_Sing
saudável saudável_ADJ_Fem_Sing
a o_DET_Fem_Sing
vida vida_NOUN_Fem_Sing
marinha marinho_ADJ_Fem_Sing
e e_CCONJ
… …
