RT rt_PROPN_Masc_Sing
@DasilveiraAlan twitterhandle_PROPN_Sing
: :
O o_DET_Masc_Sing
Ditador ditador_NOUN_Masc_Sing
ordenou ordenar_VERB_Fin_Sing
que que_SCONJ
os o_DET_Masc_Plur
camiões camião_NOUN_Masc_Plur
que que_PRON_Rel_Masc_Plur
cruzaram cruzar_VERB_Fin_Plur
a o_DET_Fem_Sing
fronteira fronteira_NOUN_Fem_Sing
Colombo-Venezuelana colombo-venezuelana
com com_ADP
ajuda ajuda_NOUN_Fem_Sing
humanitária humanitário_ADJ_Fem_Sing
fossem ser_AUX_Fin_Plur
queimados queimar_VERB_Part_Masc_Plur
. .
. .
. .
… …
