RT rt_PROPN_Masc_Sing
@QuebrandoOTabu twitterhandle_VERB_Fin_Sing
: :
Bolsonaro bolsonaro_PROPN_Masc_Sing
confessa confessar_VERB_Fin_Sing
com com_ADP
naturalidade naturalidade_NOUN_Fem_Sing
numa em_um_ADP_DET_Fem_Sing
entrevista entrevista_NOUN_Fem_Sing
que que_SCONJ
 "  "
PINTOU pintar_VERB_Fin_Sing
UM um_DET_Masc_Sing
CLIMA clima_NOUN_Masc_Sing
 "  "
com com_ADP
meninas menino_NOUN_Fem_Plur
venezuelanas venezuelano_ADJ_Fem_Plur
de de_ADP
14 14_NUM
e e_CCONJ
15 15_NUM
anos ano_NOUN_Masc_Plur
. .
É ser_AUX_Fin_Sing
p p_NOUN_Masc_Sing
… …
