RT rt_PROPN_Masc_Sing
@freitas_alaide twitterhandle_VERB_Fin_Sing
: :
@AndreJanonesAdv twitterhandle_VERB_Fin_Sing
O o_DET_Masc_Sing
presidente presidente_NOUN_Masc_Sing
do de_o_ADP_DET_Masc_Sing
Brasil brasil_PROPN_Masc_Sing
declara declarar_VERB_Fin_Sing
que que_SCONJ
 "  "
pintou pintar_VERB_Fin_Sing
clima clima_NOUN_Masc_Sing
 "  "
dele de_ele_ADP_PRON_Masc_Sing
para para_ADP
com com_ADP
meninas menino_NOUN_Fem_Plur
Venezuelanas venezuelano_ADJ_Fem_Plur
de de_ADP
14 14_NUM
anos ano_NOUN_Masc_Plur
. .
BOLSO bolso_NOUN_Masc_Sing
… …
