RT rt_PROPN_Masc_Sing
@GLCampos_ twitterhandle_VERB_Fin_Sing
: :
Ditador ditador_NOUN_Masc_Sing
socialista socialista_ADJ_Masc_Sing
da de_o_ADP_DET_Fem_Sing
Venezuela venezuela_PROPN_Fem_Sing
janta jantar_VERB_Fin_Sing
em em_ADP
restaurante restaurante_NOUN_Masc_Sing
de de_ADP
luxo luxo_NOUN_Masc_Sing
enquanto enquanto_ADP
a o_DET_Fem_Sing
maioria maioria_NOUN_Fem_Sing
dos de_o_ADP_DET_Masc_Plur
venezuelanos venezuelano_NOUN_Masc_Plur
lutam lutar_VERB_Fin_Plur
para para_ADP
dar dar_VERB_Inf
comida comida_NOUN_Fem_Sing
para para_ADP
… …
