RT rt_PROPN_Masc_Sing
@linpjs twitterhandle_PROPN_Sing
: :
Esse esse_DET_Masc_Sing
caso caso_NOUN_Masc_Sing
do de_o_ADP_DET_Masc_Sing
 "  "
senti sentir_VERB_Fin_Sing
um um_DET_Masc_Sing
clima clima_NOUN_Masc_Sing
 "  "
do de_o_ADP_DET_Masc_Sing
bolsonaro bolsonaro_NOUN_Masc_Sing
com com_ADP
meninas menino_NOUN_Fem_Plur
venezuelanas venezuelano_ADJ_Fem_Plur
é ser_AUX_Fin_Sing
idêntico idêntico_ADJ_Masc_Sing
ao a_o_ADP_PRON_Masc_Sing
do de_o_ADP_DET_Masc_Sing
mamãe mamãe_NOUN_Fem_Sing
falei falar_VERB_Fin_Sing
com com_ADP
as o_DET_Fem_Plur
mulheres mulher_NOUN_Fem_Plur
ucranianas ucraniano_ADJ_Fem_Plur
. .
O o_DET_Masc_Sing
… …
