RT rt_PROPN_Masc_Sing
@causa_operaria twitterhandle_VERB_Fin_Sing
: :
Ação ação_NOUN_Fem_Sing
contra contra_ADP
tráfico tráfico_NOUN_Masc_Sing
de de_ADP
drogas droga_NOUN_Fem_Plur
Força força_PROPN_Fem_Sing
Aérea aérea_PROPN_Sing
venezuelana venezuelano_ADJ_Fem_Sing
derruba derrubar_VERB_Fin_Sing
aeronave aeronave_NOUN_Fem_Sing
que que_PRON_Rel_Fem_Sing
transportava transportar_VERB_Fin_Sing
drogas droga_NOUN_Fem_Plur
Aviões aviões_ADJ_Fem_Plur
da de_o_ADP_DET_Fem_Sing
Força força_PROPN_Fem_Sing
Aérea aérea_PROPN_Sing
V v_PROPN_Sing
… …
