RT rt_PROPN_Masc_Sing
@pedroabramovay twitterhandle_PROPN_Sing
: :
Um um_DET_Masc_Sing
juiz juiz_NOUN_Masc_Sing
acordou acordar_VERB_Fin_Sing
sonhando sonhar_VERB_Part
que que_SCONJ
era ser_AUX_Fin_Sing
o o_DET_Masc_Sing
Trump trump_PROPN_Masc_Sing
e e_CCONJ
que que_PRON_Rel_Masc_Sing
era ser_AUX_Fin_Sing
presidente presidente_NOUN_Masc_Sing
do de_o_ADP_DET_Masc_Sing
Brasil brasil_PROPN_Masc_Sing
. .
Resolveu resolver_VERB_Fin_Sing
fechar fechar_VERB_Inf
as o_DET_Fem_Plur
fronteiras fronteira_NOUN_Fem_Plur
para para_ADP
venezuelano venezuelano_NOUN_Masc_Sing
… …
