RT rt_PROPN_Masc_Sing
@Estadao twitterhandle_VERB_Fin_Sing
: :
' '
Pintou pintar_VERB_Fin_Sing
um um_DET_Masc_Sing
clima clima_NOUN_Masc_Sing
' '
: :
Fala falar_VERB_Fin_Sing
de de_ADP
Bolsonaro bolsonaro_NOUN_Masc_Sing
sobre sobre_ADP
meninas menino_NOUN_Fem_Plur
venezuelanas venezuelano_ADJ_Fem_Plur
gera gerar_VERB_Fin_Sing
mais mais_ADV
de de_ADP
1 1_NUM
, ,
8 8_NUM
milhão milhão_NOUN_Masc_Sing
de de_ADP
posts posts_NOUN_Masc_Plur
nas em_o_ADP_DET_Fem_Plur
redes rede_NOUN_Fem_Plur
( (
via via_NOUN_Fem_Sing
@EstadaoPoliti twitterhandle_ADJ_Fem_Sing
… …
