RT rt_PROPN_Masc_Sing
@ZehdeAbreu twitterhandle_VERB_Fin_Sing
: :
' '
Pintou pintar_VERB_Fin_Sing
um um_DET_Masc_Sing
clima clima_NOUN_Masc_Sing
' '
: :
fala falar_VERB_Fin_Sing
de de_ADP
Bolsonaro bolsonaro_NOUN_Masc_Sing
sobre sobre_ADP
meninas menino_NOUN_Fem_Plur
venezuelanas venezuelano_ADJ_Fem_Plur
repercute repercutir_VERB_Fin_Sing
e e_CCONJ
gera gerar_VERB_Fin_Sing
críticas crítica_NOUN_Fem_Plur
nas em_o_ADP_DET_Fem_Plur
redes rede_NOUN_Fem_Plur
- -
Eleições eleições_PROPN_Sing
2022 @card@
- -
G1 g1_PROPN_Fem_Sing
ht ht_PROPN_Sing
… …
