RT rt_PROPN_Masc_Sing
@RenzoGracieBJJ twitterhandle_VERB_Fin_Sing
: :
Manda mandar_VERB_Fin_Sing
a o_DET_Fem_Sing
foto foto_NOUN_Fem_Sing
do de_o_ADP_DET_Masc_Sing
cachorro cachorro_NOUN_Masc_Sing
… …
para para_ADP
de de_ADP
mudar mudar_VERB_Inf
de de_ADP
assunto assunto_NOUN_Masc_Sing
. .
. .
Ou ou_CCONJ
você você_PRON_Sing
acha achar_VERB_Fin_Sing
que que_SCONJ
aqui aqui_ADV
em em_ADP
NYC nyc_PROPN_Sing
eu eu_PRON_Sing
não não_ADV
tenho ter_VERB_Fin_Sing
alunos aluno_NOUN_Masc_Plur
venezuelanos venezuelano_ADJ_Masc_Plur
que que_PRON_Rel_Masc_Plur
… …
