RT rt_PROPN_Masc_Sing
@FFL1Marlene twitterhandle_VERB_Fin_Sing
: :
Acabei acabar_AUX_Fin_Sing
de de_ADP
ver ver_VERB_Inf
BOMBA bomba_PROPN_Fem_Sing
: :
' '
Governo governo_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
financiou financiar_VERB_Fin_Sing
Lula lula_PROPN_Masc_Sing
' '
, ,
denuncia denunciar_VERB_Fin_Sing
ex-chefe ex-chefe
de de_ADP
inteligência inteligência_NOUN_Fem_Sing
militar militar_ADJ_Fem_Sing
chavista chavista_ADJ_Fem_Sing
- -
Clique clique_PROPN_Masc_Sing
par par_NOUN_Masc_Sing
… …
