RT rt_PROPN_Masc_Sing
@BaraoFarias twitterhandle_VERB_Fin_Sing
: :
PT pt_PROPN_Masc_Sing
apoia apoiar_VERB_Fin_Sing
golpe golpe_NOUN_Masc_Sing
de de_ADP
Maduro maduro_NOUN_Masc_Sing
que que_PRON_Rel_Masc_Sing
fechou fechar_VERB_Fin_Sing
acesso acesso_NOUN_Masc_Sing
ao a_o_ADP_DET_Masc_Sing
parlamento parlamento_NOUN_Masc_Sing
venezuelano venezuelano_ADJ_Masc_Sing
para para_ADP
a o_DET_Fem_Sing
oposição oposição_NOUN_Fem_Sing
. .
Quem quem_PRON_Rel_Sing
vota votar_VERB_Fin_Sing
em em_ADP
Partido partido_PROPN_Masc_Sing
Político político_PROPN_Sing
, ,
como como_ADV
… …
