RT rt_PROPN_Masc_Sing
@joicehasselmann twitterhandle_PROPN_Sing
: :
police_car_light_e police_car_light_e
flag_venezuela_e flag_venezuela_e
25 25_NUM
militares militar_NOUN_Masc_Plur
venezuelanos venezuelano_ADJ_Masc_Plur
pediram pedir_VERB_Fin_Plur
asilo asilo_NOUN_Masc_Sing
na em_o_ADP_DET_Fem_Sing
Embaixada embaixada_NOUN_Fem_Sing
do de_o_ADP_DET_Masc_Sing
Brasil brasil_PROPN_Masc_Sing
em em_ADP
Caracas caracas_PROPN_Fem_Sing
. .
Governo governo_NOUN_Masc_Sing
brasileiro brasileiro_ADJ_Masc_Sing
irá ir_AUX_Fin_Sing
acolher acolher_VERB_Inf
. .
flag_brazil_e flag_brazil_e
Bem bem_PROPN_Sing
… …
